"attack_id","name","is_subtechnique","kill_chain_phases","platforms","data_sources","stix_id","ontology_completeness"
"T1068","Exploitation for Privilege Escalation","false","privilege-escalation","Containers|Linux|macOS|Windows","","attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839","stix_bundle_loaded"
"T1564.009","Resource Forking","true","stealth","macOS","","attack-pattern--b22e5153-ac28-4cc6-865c-2054e36285cb","stix_bundle_loaded"
"T1531","Account Access Removal","false","impact","Linux|macOS|Windows|SaaS|IaaS|Office Suite|ESXi","","attack-pattern--b24e2a20-3b3d-4bf0-823b-1ed765398fb0","stix_bundle_loaded"
"T1110.004","Credential Stuffing","true","credential-access","Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows","","attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc","stix_bundle_loaded"
"T1208","Kerberoasting","false","credential-access","Windows","","attack-pattern--b39d03cb-7b98-41c4-a878-c40c1a913dc0","stix_bundle_loaded"
"T1027","Obfuscated Files or Information","false","stealth","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a","stix_bundle_loaded"
"T1556.006","Multi-Factor Authentication","true","defense-impairment|persistence|credential-access","IaaS|Identity Provider|Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--b4409cd8-0da9-46e1-a401-a241afd4d1cc","stix_bundle_loaded"
"T1114.002","Remote Email Collection","true","collection","Office Suite|Windows","","attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a","stix_bundle_loaded"
"T1505.004","IIS Components","true","persistence","Windows","","attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001","stix_bundle_loaded"
"T1036.001","Invalid Code Signature","true","stealth","macOS|Windows","","attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52","stix_bundle_loaded"
"T1683","Generate Content","false","resource-development","PRE","","attack-pattern--b512fb8a-18dd-4bfc-bbad-acbaaeb7dde3","stix_bundle_loaded"
"T1564.006","Run Virtual Instance","true","stealth","ESXi|Linux|macOS|Windows","","attack-pattern--b5327dd1-6bf9-4785-a199-25bcbd1f4a9d","stix_bundle_loaded"
"T1154","Trap","false","execution|persistence","Linux|macOS","","attack-pattern--b53dbcc6-147d-48bb-9df4-bcb8bb808ff6","stix_bundle_loaded"
"T1027.014","Polymorphic Code","true","stealth","Linux|macOS|Windows","","attack-pattern--b577dfc1-0177-4522-8d5a-782127c8592b","stix_bundle_loaded"
"T1201","Password Policy Discovery","false","discovery","Windows|Linux|macOS|IaaS|Network Devices|Identity Provider|SaaS|Office Suite","","attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5","stix_bundle_loaded"
"T1546","Event Triggered Execution","false","privilege-escalation|persistence","Linux|macOS|Windows|SaaS|IaaS|Office Suite","","attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db","stix_bundle_loaded"
"T1546.004","Unix Shell Configuration Modification","true","privilege-escalation|persistence","Linux|macOS","","attack-pattern--b63a34e8-0a61-4c97-a23b-bf8a2ed812e2","stix_bundle_loaded"
"T1187","Forced Authentication","false","credential-access","Windows","","attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2","stix_bundle_loaded"
"T1134.005","SID-History Injection","true","stealth|privilege-escalation","Windows","","attack-pattern--b7dc639b-24cd-482d-a7f1-8897eda21023","stix_bundle_loaded"
"T1599","Network Boundary Bridging","false","defense-impairment","Network Devices","","attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166","stix_bundle_loaded"
"T1486","Data Encrypted for Impact","false","impact","ESXi|IaaS|Linux|macOS|Windows","","attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0","stix_bundle_loaded"
"T1488","Disk Content Wipe","false","impact","Linux|macOS|Windows","","attack-pattern--b82f7d37-b826-4ec9-9391-8e121c78aed7","stix_bundle_loaded"
"T1690","Prevent Command History Logging","false","defense-impairment","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--b831f51c-d22f-4724-bbab-60d056bd1150","stix_bundle_loaded"
"T1553","Subvert Trust Controls","false","defense-impairment","Linux|macOS|Windows","","attack-pattern--b83e166d-13d7-4b52-8677-dff90c548fd7","stix_bundle_loaded"
"T1548.004","Elevated Execution with Prompt","true","privilege-escalation","macOS","","attack-pattern--b84903f0-c7d5-435d-a69e-de47cc3578c0","stix_bundle_loaded"
"T1592.003","Firmware","true","reconnaissance","PRE","","attack-pattern--b85f6ce5-81e8-4f36-aff2-3df9d02a9c9d","stix_bundle_loaded"
"T1573","Encrypted Channel","false","command-and-control","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118","stix_bundle_loaded"
"T1174","Password Filter DLL","false","credential-access","Windows","","attack-pattern--b8c5c9dd-a662-479d-9428-ae745872537c","stix_bundle_loaded"
"T1547.002","Authentication Package","true","persistence|privilege-escalation","Windows","","attack-pattern--b8cfed42-6a8a-4989-ad72-541af74475ec","stix_bundle_loaded"
"T1218.010","Regsvr32","true","stealth","Windows","","attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab","stix_bundle_loaded"
"T1002","Data Compressed","false","exfiltration","Linux|Windows|macOS","","attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4","stix_bundle_loaded"
"T1567.003","Exfiltration to Text Storage Sites","true","exfiltration","Linux|macOS|Windows|ESXi","","attack-pattern--ba04e672-da86-4e69-aa15-0eca5db25f43","stix_bundle_loaded"
"T1081","Credentials in Files","false","credential-access","Windows|IaaS|Linux|macOS","","attack-pattern--ba8e391f-14b5-496f-81f2-2d5ecd646c1c","stix_bundle_loaded"
"T1592.002","Software","true","reconnaissance","PRE","","attack-pattern--baf60e1a-afe5-4d31-830f-1b1ba2351884","stix_bundle_loaded"
"T1128","Netsh Helper DLL","false","persistence","Windows","","attack-pattern--bb0e0cb5-f3e4-4118-a4cb-6bf13bfbc9f2","stix_bundle_loaded"
"T1056","Input Capture","false","collection|credential-access","Linux|macOS|Network Devices|Windows","","attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2","stix_bundle_loaded"
"T1566.004","Spearphishing Voice","true","initial-access","Linux|macOS|Windows|Identity Provider","","attack-pattern--bb5e59c4-abe7-40c7-8196-e373cb1e5974","stix_bundle_loaded"
"T1587.004","Exploits","true","resource-development","PRE","","attack-pattern--bbc3cba7-84ae-410d-b18b-16750731dfa2","stix_bundle_loaded"
"T1685","Disable or Modify Tools","false","defense-impairment","Containers|ESXi|IaaS|Linux|macOS|Network Devices|Windows","","attack-pattern--bbde9781-60aa-4b8a-a911-895b0c1b3872","stix_bundle_loaded"
"T1593.001","Social Media","true","reconnaissance","PRE","","attack-pattern--bbe5b322-e2af-4a5e-9625-a4e62bf84ed3","stix_bundle_loaded"
"T1213.004","Customer Relationship Management Software","true","collection","SaaS","","attack-pattern--bbfbb096-6561-4d7d-aa2c-a5ee8e44c696","stix_bundle_loaded"
"T1546.015","Component Object Model Hijacking","true","privilege-escalation|persistence","Windows","","attack-pattern--bc0f5e80-91c0-4e04-9fbb-e4e332c85dae","stix_bundle_loaded"
"T1589.001","Credentials","true","reconnaissance","PRE","","attack-pattern--bc76d0a4-db11-4551-9ac4-01a469cfb161","stix_bundle_loaded"
"T1195.002","Compromise Software Supply Chain","true","initial-access","Linux|Windows|macOS","","attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00","stix_bundle_loaded"
"T1036.003","Rename Legitimate Utilities","true","stealth","Linux|macOS|Windows","","attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b","stix_bundle_loaded"
"T1102.002","Bidirectional Communication","true","command-and-control","ESXi|Linux|macOS|Windows","","attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4","stix_bundle_loaded"
"T1203","Exploitation for Client Execution","false","execution","Linux|macOS|Windows","","attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63","stix_bundle_loaded"
"T1595.003","Wordlist Scanning","true","reconnaissance","PRE","","attack-pattern--bed04f7d-e48a-4e76-bd0f-4c57fe31fc46","stix_bundle_loaded"
"T1667","Email Bombing","false","impact","Linux|Office Suite|Windows|macOS","","attack-pattern--bed81616-3dde-4685-be6e-ba9820f9a7ed","stix_bundle_loaded"
"T1562.011","Spoof Security Alerting","true","stealth","Windows|macOS|Linux","","attack-pattern--bef8aaee-961d-4359-a308-4c2182bcedff","stix_bundle_loaded"
"T1137.004","Outlook Home Page","true","persistence","Windows|Office Suite","","attack-pattern--bf147104-abf9-4221-95d1-e81585859441","stix_bundle_loaded"
"T1573.002","Asymmetric Cryptography","true","command-and-control","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada","stix_bundle_loaded"
"T1567.002","Exfiltration to Cloud Storage","true","exfiltration","ESXi|Linux|macOS|Windows","","attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b","stix_bundle_loaded"
"T1570","Lateral Tool Transfer","false","lateral-movement","ESXi|Linux|macOS|Windows","","attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5","stix_bundle_loaded"
"T1574.009","Path Interception by Unquoted Path","true","stealth|execution","Windows","","attack-pattern--bf96a5a3-3bce-43b7-8597-88545984c07b","stix_bundle_loaded"
"T1608.003","Install Digital Certificate","true","resource-development","PRE","","attack-pattern--c071d8c1-3b3a-4f22-9407-ca4e96921069","stix_bundle_loaded"
"T1168","Local Job Scheduling","false","persistence|execution","Linux|macOS","","attack-pattern--c0a384a4-9a25-40e1-97b6-458388474bc8","stix_bundle_loaded"
"T1166","Setuid and Setgid","false","privilege-escalation|persistence","Linux|macOS","","attack-pattern--c0df6533-30ee-4a4a-9c6d-17af5abdf0b2","stix_bundle_loaded"
"T1037.005","Startup Items","true","persistence|privilege-escalation","macOS","","attack-pattern--c0dfe7b0-b873-4618-9ff8-53e31f70907f","stix_bundle_loaded"
"T1100","Web Shell","false","persistence|privilege-escalation","Linux|Windows|macOS","","attack-pattern--c16e5409-ee53-4d79-afdc-4099dc9292df","stix_bundle_loaded"
"T1186","Process Doppelgänging","false","stealth","Windows","","attack-pattern--c1a452f3-6499-4c12-b7e9-a6a0a102af76","stix_bundle_loaded"
"T1184","SSH Hijacking","false","lateral-movement","Linux|macOS","","attack-pattern--c1b11bf7-c68e-4fbf-a95b-28efbe7953bb","stix_bundle_loaded"
"T1614.001","System Language Discovery","true","discovery","Linux|macOS|Windows","","attack-pattern--c1b68a96-3c48-49ea-a6c0-9b27359f9c19","stix_bundle_loaded"
"T1095","Non-Application Layer Protocol","false","command-and-control","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b","stix_bundle_loaded"
"T1075","Pass the Hash","false","lateral-movement","Windows","","attack-pattern--c23b740b-a42b-47a1-aec2-9d48ddd547ff","stix_bundle_loaded"
"T1059.013","Container CLI/API","true","execution","Containers","","attack-pattern--c283d88f-8c23-4318-9da5-3d50cecad756","stix_bundle_loaded"
"T1027.003","Steganography","true","stealth","Linux|macOS|Windows","","attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916","stix_bundle_loaded"
"T1584.002","DNS Server","true","resource-development","PRE","","attack-pattern--c2f59d25-87fe-44aa-8f83-e8e59d077bf5","stix_bundle_loaded"
"T1671","Cloud Application Integration","false","persistence","Office Suite|SaaS","","attack-pattern--c31aebd6-c9b5-420f-ba2a-5853bbf897fa","stix_bundle_loaded"
"T1001.003","Protocol or Service Impersonation","true","command-and-control","ESXi|Linux|macOS|Windows","","attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc","stix_bundle_loaded"
"T1012","Query Registry","false","discovery","Windows","","attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896","stix_bundle_loaded"
"T1030","Data Transfer Size Limits","false","exfiltration","Linux|macOS|Windows|ESXi","","attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd","stix_bundle_loaded"
"T1028","Windows Remote Management","false","execution|lateral-movement","Windows","","attack-pattern--c3bce4f4-9795-46c6-976e-8676300bbc39","stix_bundle_loaded"
"T1550.004","Web Session Cookie","true","lateral-movement","IaaS|Office Suite|SaaS","","attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0","stix_bundle_loaded"
"T1078.002","Domain Accounts","true","stealth|persistence|privilege-escalation|initial-access","ESXi|Linux|macOS|Windows","","attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f","stix_bundle_loaded"
"T1218.009","Regsvcs/Regasm","true","stealth","Windows","","attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8","stix_bundle_loaded"
"T1034","Path Interception","false","persistence|privilege-escalation","Windows","","attack-pattern--c4ad009b-6e13-4419-8d21-918a1652de02","stix_bundle_loaded"
"T1546.018","Python Startup Hooks","true","persistence|privilege-escalation","Linux|macOS|Windows","","attack-pattern--c5087385-9b7c-4488-9923-d9e370bf08df","stix_bundle_loaded"
"T1506","Web Session Cookie","false","stealth|lateral-movement","Office 365|SaaS","","attack-pattern--c5e31fb5-fcbd-48a4-af8c-5a6ed5b932e5","stix_bundle_loaded"
"T1553.004","Install Root Certificate","true","defense-impairment","Linux|macOS|Windows","","attack-pattern--c615231b-f253-4f58-9d47-d5b4cbdb6839","stix_bundle_loaded"
"T1037.003","Network Logon Script","true","persistence|privilege-escalation","Windows","","attack-pattern--c63a348e-ffc2-486a-b9d9-d7f11ec54d99","stix_bundle_loaded"
"T1499","Endpoint Denial of Service","false","impact","Windows|Linux|macOS|Containers|IaaS","","attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4","stix_bundle_loaded"
"T1027.004","Compile After Delivery","true","stealth","Linux|macOS|Windows","","attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617","stix_bundle_loaded"
"T1688","Safe Mode Boot","false","defense-impairment","Windows","","attack-pattern--c7660f19-f8c5-4ae3-a5e5-24381c270376","stix_bundle_loaded"
"T1065","Uncommonly Used Port","false","command-and-control","Linux|macOS|Windows","","attack-pattern--c848fcf7-6b62-4bde-8216-b6c157d48da0","stix_bundle_loaded"
"T1614","System Location Discovery","false","discovery","IaaS|Linux|macOS|Windows","","attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979","stix_bundle_loaded"
"T1564.007","VBA Stomping","true","stealth","Linux|macOS|Windows","","attack-pattern--c898c4b5-bf36-4e6e-a4ad-5b8c4c13e35b","stix_bundle_loaded"
"T1197","BITS Jobs","false","stealth|persistence|execution","Windows","","attack-pattern--c8e87b83-edbb-48d4-9295-4974897525b7","stix_bundle_loaded"
"T1127.001","MSBuild","true","stealth|execution","Windows","","attack-pattern--c92e3d68-2349-49e4-a341-7edca2deff96","stix_bundle_loaded"
"T1656","Impersonation","false","stealth","Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--c9e0c59e-162e-40a4-b8b1-78fab4329ada","stix_bundle_loaded"
"T1578.005","Modify Cloud Compute Configurations","true","defense-impairment","IaaS","","attack-pattern--ca00366b-83a1-4c7b-a0ce-8ff950a7c87f","stix_bundle_loaded"
"T1088","Bypass User Account Control","false","stealth|privilege-escalation","Windows","","attack-pattern--ca1a3f50-5ebd-41f8-8320-2c7d6a6e88be","stix_bundle_loaded"
"T1494","Runtime Data Manipulation","false","impact","Linux|macOS|Windows","","attack-pattern--ca205a36-c1ad-488b-aa6c-ab34bdd3a36b","stix_bundle_loaded"
"T1090.004","Domain Fronting","true","command-and-control","Linux|macOS|Windows|ESXi","","attack-pattern--ca9d3402-ada3-484d-876a-d717bd6e05f2","stix_bundle_loaded"
"T1557.002","ARP Cache Poisoning","true","credential-access|collection","Linux|Windows|macOS","","attack-pattern--cabe189c-a0e3-4965-a473-dcff00f17213","stix_bundle_loaded"
"T1562.008","Disable or Modify Cloud Logs","true","stealth","IaaS|SaaS|Office Suite|Identity Provider","","attack-pattern--cacc40da-4c9e-462c-80d5-fd70a178b12d","stix_bundle_loaded"
"T1518.001","Security Software Discovery","true","discovery","IaaS|Linux|macOS|Windows","","attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384","stix_bundle_loaded"
"T1564.003","Hidden Window","true","stealth","Linux|macOS|Windows","","attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0","stix_bundle_loaded"
"T1493","Transmitted Data Manipulation","false","impact","Linux|macOS|Windows","","attack-pattern--cc1e737c-236c-4e3b-83ba-32039a626ef8","stix_bundle_loaded"
"T1127.002","ClickOnce","true","stealth|execution","Windows","","attack-pattern--cc279e50-df85-4c8e-be80-6dc2eda8849c","stix_bundle_loaded"
"T1059.006","Python","true","execution","ESXi|Linux|macOS|Windows","","attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1","stix_bundle_loaded"
"T1070.010","Relocate Malware","true","stealth","Linux|macOS|Network Devices|Windows","","attack-pattern--cc36eeae-2209-4e63-89d3-c97e19edf280","stix_bundle_loaded"
"T1591.004","Identify Roles","true","reconnaissance","PRE","","attack-pattern--cc723aff-ec88-40e3-a224-5af9fd983cc4","stix_bundle_loaded"
"T1132","Data Encoding","false","command-and-control","ESXi|Linux|macOS|Windows","","attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f","stix_bundle_loaded"
"T1546.010","AppInit DLLs","true","privilege-escalation|persistence","Windows","","attack-pattern--cc89ecbd-3d33-4a41-bcca-001e702d18fd","stix_bundle_loaded"
"T1598","Phishing for Information","false","reconnaissance","PRE","","attack-pattern--cca0ccb6-a068-4574-a722-b1556f86833a","stix_bundle_loaded"
"T1496","Resource Hijacking","false","impact","Windows|IaaS|Linux|macOS|Containers|SaaS","","attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783","stix_bundle_loaded"
"T1684.001","Impersonation","true","stealth","Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--cd92d2b8-ce43-4666-9472-f1b4b9f4f8be","stix_bundle_loaded"
"T1585","Establish Accounts","false","resource-development","PRE","","attack-pattern--cdfc5f0a-9bb9-4352-b896-553cfa2d8fd8","stix_bundle_loaded"
"T1588","Obtain Capabilities","false","resource-development","PRE","","attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1","stix_bundle_loaded"
"T1546.002","Screensaver","true","privilege-escalation|persistence","Windows","","attack-pattern--ce4b7013-640e-48a9-b501-d0025a95f4bf","stix_bundle_loaded"
"T1147","Hidden Users","false","stealth","macOS","","attack-pattern--ce73ea43-8e77-47ba-9c11-5e9c9c58b9ff","stix_bundle_loaded"
"T1556.009","Conditional Access Policies","true","defense-impairment|persistence|credential-access","IaaS|Identity Provider","","attack-pattern--ceaeb6d8-95ee-4da2-9d42-dc6aa6ca43ae","stix_bundle_loaded"
"T1578.002","Create Cloud Instance","true","defense-impairment","IaaS","","attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c","stix_bundle_loaded"
"T1500","Compile After Delivery","false","stealth","Linux|macOS|Windows","","attack-pattern--cf7b3a06-8b42-4c33-bbe9-012120027925","stix_bundle_loaded"
"T1555.006","Cloud Secrets Management Stores","true","credential-access","IaaS","","attack-pattern--cfb525cc-5494-401d-a82b-2539ca46a561","stix_bundle_loaded"
"T1213.003","Code Repositories","true","collection","SaaS","","attack-pattern--cff94884-3b1c-4987-a70b-6d5643c621c3","stix_bundle_loaded"
"T1565.002","Transmitted Data Manipulation","true","impact","Linux|macOS|Windows","","attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6","stix_bundle_loaded"
"T1003.008","/etc/passwd and /etc/shadow","true","credential-access","Linux","","attack-pattern--d0b4fcdb-d67d-4ed2-99ce-788b12f8c0f4","stix_bundle_loaded"
"T1543.001","Launch Agent","true","persistence|privilege-escalation","macOS","","attack-pattern--d10cbd34-42e3-45c0-84d2-535a09849584","stix_bundle_loaded"
"T1569","System Services","false","execution","Windows|macOS|Linux","","attack-pattern--d157f9d2-d09a-4efa-bb2a-64963f94e253","stix_bundle_loaded"
"T1059.003","Windows Command Shell","true","execution","Windows","","attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62","stix_bundle_loaded"
"T1055.009","Proc Memory","true","stealth|privilege-escalation","Linux","","attack-pattern--d201d4cc-214d-4a74-a1ba-b3fa09fd4591","stix_bundle_loaded"
"T1223","Compiled HTML File","false","stealth|execution","Windows","","attack-pattern--d21a2069-23d5-4043-ad6d-64f6b644cb1a","stix_bundle_loaded"
"T1650","Acquire Access","false","resource-development","PRE","","attack-pattern--d21bb61f-08ad-4dc1-b001-81ca6cb79954","stix_bundle_loaded"
"T1601.001","Patch System Image","true","defense-impairment","Network Devices","","attack-pattern--d245808a-7086-4310-984a-a84aaaa43f8f","stix_bundle_loaded"
"T1558.002","Silver Ticket","true","credential-access","Windows","","attack-pattern--d273434a-448e-4598-8e14-607f4a0d5e27","stix_bundle_loaded"
"T1213","Data from Information Repositories","false","collection","Linux|Windows|macOS|SaaS|IaaS|Office Suite","","attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416","stix_bundle_loaded"
"T1070.009","Clear Persistence","true","stealth","ESXi|Linux|macOS|Windows","","attack-pattern--d2c4e5ea-dbdf-4113-805a-b1e2a337fb33","stix_bundle_loaded"
"T1059.012","Hypervisor CLI","true","execution","ESXi","","attack-pattern--d2d642da-61ff-4211-b4df-7923c9ca220c","stix_bundle_loaded"
"T1146","Clear Command History","false","stealth","Linux|macOS","","attack-pattern--d3046a90-580c-4004-8208-66915bc29830","stix_bundle_loaded"
"T1555.004","Windows Credential Manager","true","credential-access","Windows","","attack-pattern--d336b553-5da9-46ca-98a8-0b23f49fb447","stix_bundle_loaded"
"T1036.010","Masquerade Account Name","true","stealth","Containers|IaaS|Identity Provider|Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--d349c66e-18e1-4d8b-a2d7-65af7cbd2ba0","stix_bundle_loaded"
"T1519","Emond","false","persistence|privilege-escalation","macOS","","attack-pattern--d376668f-b208-42de-b1f5-fdfe0ad4b753","stix_bundle_loaded"
"T1194","Spearphishing via Service","false","initial-access","Windows|macOS|Linux","","attack-pattern--d3df754e-997b-4cf9-97d4-70feb3120847","stix_bundle_loaded"
"T1200","Hardware Additions","false","initial-access","Windows|Linux|macOS","","attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9","stix_bundle_loaded"
"T1219.002","Remote Desktop Software","true","command-and-control","Linux|macOS|Windows","","attack-pattern--d4287702-e2f7-4946-bdfa-2c7f5aaa5032","stix_bundle_loaded"
"T1505","Server Software Component","false","persistence","Windows|Linux|macOS|Network Devices|ESXi","","attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb","stix_bundle_loaded"
"T1485","Data Destruction","false","impact","Containers|ESXi|IaaS|Linux|macOS|Windows","","attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c","stix_bundle_loaded"
"T1132.002","Non-Standard Encoding","true","command-and-control","ESXi|Linux|macOS|Windows","","attack-pattern--d467bc38-284b-4a00-96ac-125f447799fc","stix_bundle_loaded"
"T1556.001","Domain Controller Authentication","true","defense-impairment|persistence|credential-access","Windows","","attack-pattern--d4b96d2c-1032-4b22-9235-2b5b649d0605","stix_bundle_loaded"
"T1537","Transfer Data to Cloud Account","false","exfiltration","IaaS|Office Suite|SaaS","","attack-pattern--d4bdbdea-eaec-4071-b4f9-5105e12ea4b6","stix_bundle_loaded"
"T1027.006","HTML Smuggling","true","stealth","Linux|macOS|Windows","","attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb","stix_bundle_loaded"
"T1556.005","Reversible Encryption","true","defense-impairment|persistence|credential-access","Windows","","attack-pattern--d50955c2-272d-4ac8-95da-10c29dda1c48","stix_bundle_loaded"
"T1027.010","Command Obfuscation","true","stealth","Linux|macOS|Windows","","attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377","stix_bundle_loaded"
"T1130","Install Root Certificate","false","stealth","Linux|Windows|macOS","","attack-pattern--d519cfd5-f3a8-43a9-a846-ed0bb40672b1","stix_bundle_loaded"
"T1022","Data Encrypted","false","exfiltration","Linux|macOS|Windows","","attack-pattern--d54416bd-0803-41ca-870a-ce1af7c05638","stix_bundle_loaded"
"T1070.004","File Deletion","true","stealth","ESXi|Linux|macOS|Windows","","attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c","stix_bundle_loaded"
"T1189","Drive-by Compromise","false","initial-access","Identity Provider|Linux|macOS|Windows","","attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6","stix_bundle_loaded"
"T1498","Network Denial of Service","false","impact","Windows|IaaS|Linux|macOS|Containers","","attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab","stix_bundle_loaded"
"T1651","Cloud Administration Command","false","execution","IaaS","","attack-pattern--d94b3ae9-8059-4989-8e9f-ea0f601f80a7","stix_bundle_loaded"
"T1546.016","Installer Packages","true","privilege-escalation|persistence","Linux|macOS|Windows","","attack-pattern--da051493-ae9c-4b1b-9760-c009c46c9b56","stix_bundle_loaded"
"T1595.001","Scanning IP Blocks","true","reconnaissance","PRE","","attack-pattern--db8f5003-3b20-48f0-9b76-123e44208120","stix_bundle_loaded"
"T1158","Hidden Files and Directories","false","stealth|persistence","Linux|macOS|Windows","","attack-pattern--dc27c2ec-c5f9-4228-ba57-d67b590bda93","stix_bundle_loaded"
"T1221","Template Injection","false","stealth","Windows","","attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534","stix_bundle_loaded"
"T1037.004","RC Scripts","true","persistence|privilege-escalation","macOS|Linux|Network Devices|ESXi","","attack-pattern--dca670cf-eeec-438f-8185-fd959d9ef211","stix_bundle_loaded"
"T1134","Access Token Manipulation","false","stealth|privilege-escalation","Windows","","attack-pattern--dcaa092b-7de9-4a21-977f-7fcb77e89c48","stix_bundle_loaded"
"T1209","Time Providers","false","persistence","Windows","","attack-pattern--dce31a00-1e90-4655-b0f9-e2e71a748a87","stix_bundle_loaded"
"T1111","Multi-Factor Authentication Interception","false","credential-access","Linux|macOS|Windows","","attack-pattern--dd43c543-bb85-4a6f-aa6e-160d90d06a49","stix_bundle_loaded"
"T1159","Launch Agent","false","persistence","macOS","","attack-pattern--dd901512-6e37-4155-943b-453e3777b125","stix_bundle_loaded"
"T1027.002","Software Packing","true","stealth","Linux|macOS|Windows","","attack-pattern--deb98323-e13f-4b0c-8d94-175379069062","stix_bundle_loaded"
"T1584.007","Serverless","true","resource-development","PRE","","attack-pattern--df1bc34d-1634-4c93-b89e-8120994fce77","stix_bundle_loaded"
"T1071.001","Web Protocols","true","command-and-control","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161","stix_bundle_loaded"
"T1059.005","Visual Basic","true","execution","Linux|macOS|Windows","","attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67","stix_bundle_loaded"
"T1564.005","Hidden File System","true","stealth","Linux|macOS|Windows","","attack-pattern--dfebc3b7-d19d-450b-81c7-6dafe4184c04","stix_bundle_loaded"
"T1543.002","Systemd Service","true","persistence|privilege-escalation","Linux","","attack-pattern--dfefe2ed-4389-4318-8762-f0272b350a1b","stix_bundle_loaded"
"T1668","Exclusive Control","false","persistence","Linux|macOS|Windows","","attack-pattern--dff263cc-328e-42b4-afbc-1fee8b6a8913","stix_bundle_loaded"
"T1563.002","RDP Hijacking","true","lateral-movement","Windows","","attack-pattern--e0033c16-a07e-48aa-8204-7c3ca669998c","stix_bundle_loaded"
