"attack_id","name","is_subtechnique","kill_chain_phases","platforms","data_sources","stix_id","ontology_completeness"
"T1218.012","Verclsid","true","stealth","Windows","","attack-pattern--808e6329-ca91-4b87-ac2d-8eadc5f8f327","stix_bundle_loaded"
"T1586","Compromise Accounts","false","resource-development","PRE","","attack-pattern--81033c3b-16a4-46e4-8fed-9b030dd03c4a","stix_bundle_loaded"
"T1569.001","Launchctl","true","execution","macOS","","attack-pattern--810aa4ad-61c9-49cb-993f-daa06199421d","stix_bundle_loaded"
"T1584.005","Botnet","true","resource-development","PRE","","attack-pattern--810d8072-afb6-4a56-9ee7-86379ac4a6f3","stix_bundle_loaded"
"T1059.008","Network Device CLI","true","execution","Network Devices","","attack-pattern--818302b2-d640-477b-bf88-873120ce85c4","stix_bundle_loaded"
"T1552.003","Shell History","true","credential-access","Linux|macOS|Windows","","attack-pattern--8187bd2a-866f-4457-9009-86b0ddedffa3","stix_bundle_loaded"
"T1562.010","Downgrade Attack","true","stealth","Windows|Linux|macOS","","attack-pattern--824add00-99a1-4b15-9a2d-6c5683b7b497","stix_bundle_loaded"
"T1559.003","XPC Services","true","execution","macOS","","attack-pattern--8252f135-ed26-4ce1-ae61-f26e94429a19","stix_bundle_loaded"
"T1497","Virtualization/Sandbox Evasion","false","stealth|discovery","Linux|macOS|Windows","","attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d","stix_bundle_loaded"
"T1102","Web Service","false","command-and-control","ESXi|Linux|macOS|Windows","","attack-pattern--830c9528-df21-472c-8c14-a036bf17d665","stix_bundle_loaded"
"T1552.001","Credentials In Files","true","credential-access","Containers|IaaS|Linux|macOS|Windows","","attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc","stix_bundle_loaded"
"T1568.003","DNS Calculation","true","command-and-control","ESXi|Linux|macOS|Windows","","attack-pattern--83a766f8-1501-4b3a-a2de-2e2849e8dfc1","stix_bundle_loaded"
"T1218.005","Mshta","true","stealth","Windows","","attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade","stix_bundle_loaded"
"T1547.015","Login Items","true","persistence|privilege-escalation","macOS","","attack-pattern--84601337-6a55-4ad7-9c35-79e0d1ea2ab3","stix_bundle_loaded"
"T1608","Stage Capabilities","false","resource-development","PRE","","attack-pattern--84771bc3-f6a0-403e-b144-01af70e5fda0","stix_bundle_loaded"
"T1608.005","Link Target","true","resource-development","PRE","","attack-pattern--84ae8255-b4f4-4237-b5c5-e717405a9701","stix_bundle_loaded"
"T1104","Multi-Stage Channels","false","command-and-control","Linux|macOS|Windows|ESXi","","attack-pattern--84e02621-8fdf-470f-bd58-993bb6a89d91","stix_bundle_loaded"
"T1657","Financial Theft","false","impact","Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--851e071f-208d-4c79-adc6-5974c85c78f3","stix_bundle_loaded"
"T1480","Execution Guardrails","false","stealth","ESXi|Linux|macOS|Windows","","attack-pattern--853c4192-4311-43e1-bfbb-b11b14911852","stix_bundle_loaded"
"T1619","Cloud Storage Object Discovery","false","discovery","IaaS","","attack-pattern--8565825b-21c8-4518-b75e-cbc4c717a156","stix_bundle_loaded"
"T1606.001","Web Cookies","true","credential-access","Linux|macOS|Windows|SaaS|IaaS","","attack-pattern--861b8fd2-57f3-4ee1-ab5d-c19c3b8c7a4a","stix_bundle_loaded"
"T1654","Log Enumeration","false","discovery","ESXi|IaaS|Linux|macOS|Windows","","attack-pattern--866d0d6d-02c6-42bd-aa2f-02907fdc0969","stix_bundle_loaded"
"T1134.001","Token Impersonation/Theft","true","stealth|privilege-escalation","Windows","","attack-pattern--86850eff-2729-40c3-b85e-c4af26da4a2d","stix_bundle_loaded"
"T1567.001","Exfiltration to Code Repository","true","exfiltration","ESXi|Linux|macOS|Windows","","attack-pattern--86a96bf6-cf8b-411c-aaeb-8959944d64f7","stix_bundle_loaded"
"T1021.007","Cloud Services","true","lateral-movement","IaaS|Identity Provider|Office Suite|SaaS","","attack-pattern--8861073d-d1b8-4941-82ce-dce621d398f0","stix_bundle_loaded"
"T1205.001","Port Knocking","true","stealth|persistence|command-and-control","Linux|macOS|Network Devices|Windows","","attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd","stix_bundle_loaded"
"T1027.012","LNK Icon Smuggling","true","stealth","Windows","","attack-pattern--887274fc-2d63-4bdc-82f3-fae56d1d5fdc","stix_bundle_loaded"
"T1583.006","Web Services","true","resource-development","PRE","","attack-pattern--88d31120-5bc7-4ce3-a9c0-7cf147be8e54","stix_bundle_loaded"
"T1528","Steal Application Access Token","false","credential-access","Containers|IaaS|Identity Provider|Office Suite|SaaS","","attack-pattern--890c9858-598c-401d-a4d5-c67ebcdd703a","stix_bundle_loaded"
"T1598.002","Spearphishing Attachment","true","reconnaissance","PRE","","attack-pattern--8982a661-d84c-48c0-b4ec-1db29c6cf3bc","stix_bundle_loaded"
"T1098.001","Additional Cloud Credentials","true","persistence|privilege-escalation","IaaS|Identity Provider|SaaS","","attack-pattern--8a2f40cf-8325-47f9-96e4-b1ca4c7389bd","stix_bundle_loaded"
"T1204","User Execution","false","execution","Linux|Windows|macOS|IaaS|Containers","","attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5","stix_bundle_loaded"
"T1491.001","Internal Defacement","true","impact","ESXi|Linux|macOS|Windows","","attack-pattern--8c41090b-aa47-4331-986b-8c9a51a91103","stix_bundle_loaded"
"T1564.002","Hidden Users","true","stealth","Linux|macOS|Windows","","attack-pattern--8c4aef43-48d5-49aa-b2af-c0cd58d30c3d","stix_bundle_loaded"
"T1134.003","Make and Impersonate Token","true","stealth|privilege-escalation","Windows","","attack-pattern--8cdeb020-e31e-4f88-a582-f53dcfbda819","stix_bundle_loaded"
"T1552.006","Group Policy Preferences","true","credential-access","Windows","","attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e","stix_bundle_loaded"
"T1196","Control Panel Items","false","stealth|execution","Windows","","attack-pattern--8df54627-376c-487c-a09c-7d2b5620f56e","stix_bundle_loaded"
"T1048.002","Exfiltration Over Asymmetric Encrypted Non-C2 Protocol","true","exfiltration","ESXi|Linux|macOS|Windows","","attack-pattern--8e350c1d-ac79-4b5c-bd4e-7476d7e84ec5","stix_bundle_loaded"
"T1087.004","Cloud Account","true","discovery","IaaS|Identity Provider|Office Suite|SaaS","","attack-pattern--8f104855-e5b7-4077-b1f5-bc3103b41abe","stix_bundle_loaded"
"T1683.002","Audio-Visual Content","true","resource-development","PRE","","attack-pattern--8f452cb4-cbf4-4522-8b11-448787be95c4","stix_bundle_loaded"
"T1057","Process Discovery","false","discovery","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580","stix_bundle_loaded"
"T1562.003","Impair Command History Logging","true","stealth","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59","stix_bundle_loaded"
"T1053.004","Launchd","true","execution|persistence|privilege-escalation","macOS","","attack-pattern--8faedf87-dceb-4c35-b2a2-7286f59a3bc3","stix_bundle_loaded"
"T1556.008","Network Provider DLL","true","defense-impairment|persistence|credential-access","Windows","","attack-pattern--90c4a591-d02d-490b-92aa-619d9701ac04","stix_bundle_loaded"
"T1546.003","Windows Management Instrumentation Event Subscription","true","privilege-escalation|persistence","Windows","","attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58","stix_bundle_loaded"
"T1596.004","CDNs","true","reconnaissance","PRE","","attack-pattern--91177e6d-b616-4a03-ba4b-f3b32f7dda75","stix_bundle_loaded"
"T1497.002","User Activity Based Checks","true","stealth|discovery","Linux|macOS|Windows","","attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938","stix_bundle_loaded"
"T1141","Input Prompt","false","credential-access","macOS|Windows","","attack-pattern--91ce1ede-107f-4d8b-bf4c-735e8789c94b","stix_bundle_loaded"
"T1496.004","Cloud Service Hijacking","true","impact","SaaS","","attack-pattern--924d273c-be0d-4d8d-af58-2dddb15ef1e2","stix_bundle_loaded"
"T1585.003","Cloud Accounts","true","resource-development","PRE","","attack-pattern--926d8cfd-1d0d-4da2-ab49-3ca10ec3f3b5","stix_bundle_loaded"
"T1072","Software Deployment Tools","false","execution|lateral-movement","Linux|macOS|Network Devices|SaaS|Windows","","attack-pattern--92a78814-b191-47ca-909c-1ccfe3777414","stix_bundle_loaded"
"T1041","Exfiltration Over C2 Channel","false","exfiltration","ESXi|Linux|macOS|Windows","","attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d","stix_bundle_loaded"
"T1134.004","Parent PID Spoofing","true","stealth|privilege-escalation","Windows","","attack-pattern--93591901-3172-4e94-abf8-6034ab26f44a","stix_bundle_loaded"
"T1591","Gather Victim Org Information","false","reconnaissance","PRE","","attack-pattern--937e4772-8441-4e4a-8bf0-8d447d667e23","stix_bundle_loaded"
"T1060","Registry Run Keys / Startup Folder","false","persistence","Windows","","attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc","stix_bundle_loaded"
"T1606","Forge Web Credentials","false","credential-access","SaaS|Windows|macOS|Linux|IaaS|Office Suite|Identity Provider","","attack-pattern--94cb00a4-b295-4d06-aa2b-5653b9c1be9c","stix_bundle_loaded"
"T1621","Multi-Factor Authentication Request Generation","false","credential-access","Windows|Linux|macOS|IaaS|SaaS|Office Suite|Identity Provider","","attack-pattern--954a1639-f2d6-407d-aef3-4917622ca493","stix_bundle_loaded"
"T1554","Compromise Host Software Binary","false","persistence","ESXi|Linux|macOS|Windows","","attack-pattern--960c3c86-1480-4d72-b4e0-8c242e84a5c5","stix_bundle_loaded"
"T1552.008","Chat Messages","true","credential-access","SaaS|Office Suite","","attack-pattern--9664ad0e-789e-40ac-82e2-d7b17fbe8fb3","stix_bundle_loaded"
"T1059.001","PowerShell","true","execution","Windows","","attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736","stix_bundle_loaded"
"T1023","Shortcut Modification","false","persistence","Windows","","attack-pattern--970cdb5c-02fb-4c38-b17e-d6327cf3c810","stix_bundle_loaded"
"T1546.001","Change Default File Association","true","privilege-escalation|persistence","Windows","","attack-pattern--98034fef-d9fb-4667-8dc4-2eab6231724c","stix_bundle_loaded"
"T1055.014","VDSO Hijacking","true","stealth|privilege-escalation","Linux","","attack-pattern--98be40f2-c86b-4ade-b6fc-4964932040e5","stix_bundle_loaded"
"T1026","Multiband Communication","false","command-and-control","Linux|macOS|Windows","","attack-pattern--99709758-2b96-48f2-a68a-ad7fbd828091","stix_bundle_loaded"
"T1071.002","File Transfer Protocols","true","command-and-control","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b","stix_bundle_loaded"
"T1679","Selective Exclusion","false","stealth","Windows","","attack-pattern--9b00925a-7c4b-4e53-bfc8-9a6a806fde03","stix_bundle_loaded"
"T1122","Component Object Model Hijacking","false","stealth|persistence","Windows","","attack-pattern--9b52fca7-1a36-4da0-b62d-da5bd83b4d69","stix_bundle_loaded"
"T1015","Accessibility Features","false","persistence|privilege-escalation","Windows","","attack-pattern--9b99b83a-1aac-4e29-b975-b374950551a3","stix_bundle_loaded"
"T1212","Exploitation for Credential Access","false","credential-access","Linux|Windows|macOS|Identity Provider","","attack-pattern--9c306d8d-cde7-4b4c-b6e8-d0bb16caca36","stix_bundle_loaded"
"T1546.014","Emond","true","privilege-escalation|persistence","macOS","","attack-pattern--9c45eaa3-8604-4780-8988-b5074dbb9ecd","stix_bundle_loaded"
"T1102.003","One-Way Communication","true","command-and-control","Linux|macOS|Windows|ESXi","","attack-pattern--9c99724c-a483-4d60-ad9d-7f004e42e8e8","stix_bundle_loaded"
"T1590","Gather Victim Network Information","false","reconnaissance","PRE","","attack-pattern--9d48cab2-7929-4812-ad22-f536665f0109","stix_bundle_loaded"
"T1210","Exploitation of Remote Services","false","lateral-movement","Linux|Windows|macOS|ESXi","","attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82","stix_bundle_loaded"
"T1502","Parent PID Spoofing","false","stealth|privilege-escalation","Windows","","attack-pattern--9ddc2534-e91c-4dab-a8f6-43dab81e8142","stix_bundle_loaded"
"T1142","Keychain","false","credential-access","macOS","","attack-pattern--9e09ddb2-1746-4448-9cad-7f8b41777d6d","stix_bundle_loaded"
"T1534","Internal Spearphishing","false","lateral-movement","Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747","stix_bundle_loaded"
"T1169","Sudo","false","privilege-escalation","Linux|macOS","","attack-pattern--9e80ddfb-ce32-4961-a778-ca6a10cfae72","stix_bundle_loaded"
"T1574.010","Services File Permissions Weakness","true","stealth|execution","Windows","","attack-pattern--9e8b28c9-35fe-48ac-a14d-e6cc032dcbcd","stix_bundle_loaded"
"T1547.001","Registry Run Keys / Startup Folder","true","persistence|privilege-escalation","Windows","","attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279","stix_bundle_loaded"
"T1199","Trusted Relationship","false","initial-access","IaaS|Identity Provider|Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925","stix_bundle_loaded"
"T1136.003","Cloud Account","true","persistence","IaaS|SaaS|Office Suite|Identity Provider","","attack-pattern--a009cb25-4801-4116-9105-80a91cf15c1b","stix_bundle_loaded"
"T1069.001","Local Groups","true","discovery","Linux|macOS|Windows","","attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b","stix_bundle_loaded"
"T1149","LC_MAIN Hijacking","false","stealth","macOS","","attack-pattern--a0a189c8-d3bd-4991-bf6f-153d185ee373","stix_bundle_loaded"
"T1593","Search Open Websites/Domains","false","reconnaissance","PRE","","attack-pattern--a0e6614a-7740-4b24-bd65-f1bde09fc365","stix_bundle_loaded"
"T1562.013","Disable or Modify Network Device Firewall","true","stealth","Network Devices","","attack-pattern--a0f84e1d-d25c-4dd1-bb26-3c0e68471530","stix_bundle_loaded"
"T1098","Account Manipulation","false","persistence|privilege-escalation","Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows","","attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27","stix_bundle_loaded"
"T1170","Mshta","false","stealth|execution","Windows","","attack-pattern--a127c32c-cbb0-4f9d-be07-881a792408ec","stix_bundle_loaded"
"T1048","Exfiltration Over Alternative Protocol","false","exfiltration","ESXi|IaaS|Linux|macOS|Network Devices|Office Suite|SaaS|Windows","","attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776","stix_bundle_loaded"
"T1547.006","Kernel Modules and Extensions","true","persistence|privilege-escalation","macOS|Linux","","attack-pattern--a1b52199-c8c5-438a-9ded-656f1d0888c6","stix_bundle_loaded"
"T1678","Delay Execution","false","stealth","Linux|macOS|Windows","","attack-pattern--a1df809c-7d0e-459f-8fe5-25474bab770b","stix_bundle_loaded"
"T1056.002","GUI Input Capture","true","collection|credential-access","Linux|macOS|Windows","","attack-pattern--a2029942-0a85-4947-b23c-ca434698171d","stix_bundle_loaded"
"T1097","Pass the Ticket","false","lateral-movement","Windows","","attack-pattern--a257ed11-ff3b-4216-8c9d-3938ef57064c","stix_bundle_loaded"
"T1686.002","Network Device Firewall","true","defense-impairment","Network Devices","","attack-pattern--a29aa77c-a88d-4f19-bab9-7751941b2e2d","stix_bundle_loaded"
"T1588.002","Tool","true","resource-development","PRE","","attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0","stix_bundle_loaded"
"T1052.001","Exfiltration over USB","true","exfiltration","Linux|Windows|macOS","","attack-pattern--a3e1e6c5-9c74-4fc0-a16c-a9d228c17829","stix_bundle_loaded"
"T1574.013","KernelCallbackTable","true","stealth|execution","Windows","","attack-pattern--a4657bc9-d22f-47d2-a7b7-dd6ec33f3dde","stix_bundle_loaded"
"T1597","Search Closed Sources","false","reconnaissance","PRE","","attack-pattern--a51eb150-93b1-484b-a503-e51453b127a4","stix_bundle_loaded"
"T1053.006","Systemd Timers","true","execution|persistence|privilege-escalation","Linux","","attack-pattern--a542bac9-7bc1-4da7-9a09-96f69e23cc21","stix_bundle_loaded"
"T1566","Phishing","false","initial-access","Identity Provider|Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b","stix_bundle_loaded"
"T1061","Graphical User Interface","false","execution","Linux|macOS|Windows","","attack-pattern--a6525aec-acc4-47fe-92f9-b9b4de4b9228","stix_bundle_loaded"
"T1542.004","ROMMONkit","true","stealth|persistence","Network Devices","","attack-pattern--a6557c75-798f-42e4-be70-ab4502e0a3bc","stix_bundle_loaded"
"T1218.001","Compiled HTML File","true","stealth","Windows","","attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d","stix_bundle_loaded"
"T1496.001","Compute Hijacking","true","impact","Windows|IaaS|Linux|macOS|Containers","","attack-pattern--a718a0c8-5768-41a1-9958-a1cc3f995e99","stix_bundle_loaded"
"T1070.005","Network Share Connection Removal","true","stealth","Windows","","attack-pattern--a750a9f6-0bde-4bb3-9aae-1e2786e9780c","stix_bundle_loaded"
"T1090.003","Multi-hop Proxy","true","command-and-control","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d","stix_bundle_loaded"
"T1110","Brute Force","false","credential-access","Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows","","attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd","stix_bundle_loaded"
"T1059.004","Unix Shell","true","execution","ESXi|Linux|macOS|Network Devices","","attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56","stix_bundle_loaded"
"T1137.003","Outlook Forms","true","persistence","Windows|Office Suite","","attack-pattern--a9e2cea0-c805-4bf8-9e31-f5f0513a3634","stix_bundle_loaded"
"T1219.003","Remote Access Hardware","true","command-and-control","Linux|macOS|Windows","","attack-pattern--a9fb6b3f-4a3c-4703-a4f1-f55f83d1e017","stix_bundle_loaded"
