"source_attack_id","relationship_type","target_attack_id"
"G0059","uses","T1136.001"
"S1223","uses","T1140"
"M1026","mitigates","T1003"
"S9020","uses","T1016"
"S0518","uses","T1071.001"
"S0412","uses","T1055.001"
"T1499.001","subtechnique-of","T1499"
"T1136.001","subtechnique-of","T1136"
"G0117","uses","T1036.004"
"G1004","uses","T1531"
"M1051","mitigates","T1539"
"G0102","uses","T1585.002"
"G0121","uses","T1598.002"
"S0283","uses","T1059.007"
"G0035","uses","T1003.003"
"G0007","uses","T1036"
"S1064","uses","T1047"
"T1598.001","subtechnique-of","T1598"
"G0093","uses","T1049"
"S0013","uses","T1547.001"
"S0128","uses","T1059.003"
"G1022","uses","T1190"
"S9003","uses","T1553.004"
"M1024","mitigates","T1685"
"S1242","uses","T1547.001"
"S0697","uses","T1027.015"
"S0275","uses","T1105"
"S1025","uses","T1105"
"M1049","mitigates","T1080"
"S0520","uses","T1129"
"S0666","uses","T1005"
"S0339","uses","T1027.013"
"G0053","uses","S0173"
"S0438","uses","T1070.006"
"T1598.002","subtechnique-of","T1598"
"G0047","uses","T1561.001"
"S0348","uses","T1070.004"
"M1042","mitigates","T1059.007"
"S0663","uses","T1070.004"
"S0409","uses","T1573.002"
"T1089","revoked-by","T1685"
"G0106","uses","T1222.002"
"S0021","uses","T1070.004"
"S1150","uses","T1680"
"M1051","mitigates","T1555.003"
"M1032","mitigates","T1136"
"S0631","uses","T1547.001"
"S0438","uses","T1055"
"S0615","uses","T1074.001"
"G1004","uses","T1589.001"
"G0037","uses","T1553.002"
"S0394","uses","T1059.003"
"S0346","uses","T1057"
"G0082","uses","T1053.005"
"G0037","uses","T1021.001"
"S0662","uses","T1070.004"
"T1070.003","subtechnique-of","T1070"
"M1022","mitigates","T1685.006"
"S0611","uses","T1553.002"
"T1205.002","subtechnique-of","T1205"
"S0412","uses","T1059.003"
"S1138","uses","T1059.007"
"S0070","uses","T1083"
"T1553.004","subtechnique-of","T1553"
"G0025","uses","S0069"
"G1046","uses","T1486"
"S0109","uses","T1105"
"S1122","uses","T1518.001"
"S0084","uses","T1087.001"
"G0114","uses","T1070.004"
"S0574","uses","T1106"
"S0513","uses","T1105"
"G0016","uses","S0589"
"S0154","uses","T1071.001"
"G0007","uses","T1210"
"S0250","uses","T1003.003"
"S0382","uses","T1036.010"
"S0239","uses","T1087.001"
"G1004","uses","T1068"
"G0018","uses","S0039"
"G1006","uses","T1218.005"
"S1020","uses","T1059.003"
"G0064","uses","S0199"
"S0677","uses","T1606.002"
"S1146","uses","T1018"
"T1501","revoked-by","T1543.002"
"S1060","uses","T1033"
"S0458","uses","T1036"
"G0139","uses","S0349"
"S1228","uses","T1680"
"G1006","uses","T1482"
"S1060","uses","T1680"
"G0117","uses","S0556"
"S0168","uses","T1573.001"
"S0677","uses","T1590.001"
"M1026","mitigates","T1546"
"G0128","uses","T1036"
"G0067","uses","S0216"
"S9025","uses","T1106"
"M1042","mitigates","T1609"
"G1005","uses","S1024"
"S9003","uses","T1090.002"
"G0069","uses","T1104"
"S0605","uses","T1489"
"M1018","mitigates","T1566.002"
"S0154","uses","T1573.002"
"S0520","uses","T1204.002"
"G0117","uses","T1003.001"
"S1166","uses","T1132.001"
"S0441","uses","T1071.001"
"G0106","uses","T1057"
"S0351","uses","T1124"
"M1018","mitigates","T1555.003"
"G0099","uses","T1586.002"
"S1164","uses","T1001.001"
"G1001","uses","T1608.001"
"S1212","uses","T1486"
"S0554","uses","T1486"
"S0037","uses","T1059.001"
"G1038","uses","S1160"
"S1068","uses","T1222.001"
"S0074","uses","T1059.003"
"G1015","uses","T1621"
"G1043","uses","T1041"
"S0157","uses","T1071.004"
"S0476","uses","T1027.011"
"G1031","uses","T1608.001"
"S0331","uses","T1140"
"G0029","uses","S0077"
"S1016","uses","T1140"
"M1049","mitigates","T1564"
"S9012","uses","T1055.012"
"M1018","mitigates","T1199"
"S0117","uses","T1046"
"M1037","mitigates","T1090"
"G1048","uses","T1570"
"M1037","mitigates","T1499.001"
"G1011","uses","T1597"
"G0106","uses","T1543.002"
"S0647","uses","T1016"
"S0657","uses","T1560"
"M1030","mitigates","T1552.007"
"S0596","uses","T1071.002"
"S0677","uses","T1589.002"
"G0050","uses","T1222.002"
"G0024","uses","T1055.001"
"M1049","mitigates","T1027.002"
"S1209","uses","T1125"
"G1006","uses","T1567.002"
"M1028","mitigates","T1564.002"
"M1017","mitigates","T1555.003"
"S0268","uses","T1012"
"G0016","uses","S0565"
"S0068","uses","T1071.001"
"T1685.003","subtechnique-of","T1685"
"G0034","uses","T1583"
"T1542.005","subtechnique-of","T1542"
"M1021","mitigates","T1204.004"
"S1244","uses","T1083"
"S0649","uses","T1027.009"
"S1170","uses","T1041"
"S0667","uses","T1106"
"S1142","uses","T1070.004"
"S1138","uses","T1055.002"
"S0582","uses","T1070.004"
"G0051","uses","T1021.001"
"G0050","uses","T1569.002"
"S0412","uses","T1686"
"S0243","uses","T1059.003"
"S0180","uses","T1573.002"
"S1018","uses","T1614"
"G1016","uses","T1016.001"
"S0046","uses","T1036.003"
"G0096","uses","T1003.003"
"G0108","uses","T1190"
"G1048","uses","T1588.001"
"S1245","uses","T1543.001"
"M1026","mitigates","T1601.001"
"G0059","uses","T1057"
"S1144","uses","T1573.001"
"G0016","uses","T1586.003"
"S1052","uses","T1140"
"S0022","uses","T1001.003"
"G1023","uses","T1070"
"G1036","uses","T1566.001"
"S0332","uses","T1560.001"
"G0010","uses","S0395"
"S1020","uses","T1001.001"
"S1129","uses","T1106"
"S0569","uses","T1105"
"G0121","uses","T1027.010"
"S1020","uses","T1027.013"
"S1063","uses","T1482"
"G0016","uses","S0511"
"G1039","uses","T1199"
"G0013","uses","S0034"
"G0064","uses","T1048.003"
"G0007","uses","T1014"
"M1047","mitigates","T1213.004"
"S1207","uses","T1529"
"S1070","uses","T1543.003"
"S0266","uses","T1685"
"G1048","uses","T1059.003"
"S0515","uses","T1140"
"S0354","uses","T1106"
"S0437","uses","T1021"
"S1111","uses","T1106"
"S0694","uses","T1027.002"
"G0094","uses","T1074.001"
"G0129","uses","T1654"
"G1016","uses","T1036"
"M1030","mitigates","T1602"
"G0087","uses","T1074.001"
"M1043","mitigates","T1601"
"M1013","mitigates","T1550"
"S0230","uses","T1071.001"
"G0045","uses","S0262"
"G0121","uses","T1059.001"
"G0077","uses","S0413"
"S0664","uses","T1569.002"
"S0032","uses","T1057"
"S0187","uses","T1001.002"
"G0085","uses","T1056.002"
"S0167","uses","T1113"
"G1009","uses","T1027.013"
"S1106","uses","T1573.001"
"S1085","uses","T1057"
"S0431","uses","T1057"
"G0094","uses","T1071.003"
"G1006","uses","T1548.002"
"G1001","uses","T1589.002"
"S1219","uses","T1059.004"
"M1017","mitigates","T1598.002"
"G0037","uses","S0449"
"S0085","uses","T1070.009"
"S0456","uses","T1134.001"
"M1040","mitigates","T1137.005"
"G0051","uses","T1059.001"
"S0170","uses","T1115"
"G0048","uses","T1102.001"
"M1027","mitigates","T1563.001"
"G0040","uses","T1070.004"
"M1024","mitigates","T1686.003"
"M1017","mitigates","T1176.002"
"S1075","uses","T1041"
"G0004","uses","T1059"
"G0004","uses","T1036.002"
"G0056","uses","T1036.004"
"M1049","mitigates","T1027.016"
"G0119","uses","S0029"
"S0128","uses","T1055.012"
"M1037","mitigates","T1537"
"S0021","uses","T1571"
"S0261","uses","T1016"
"S0611","uses","T1112"
"S0409","uses","T1056.001"
"S0330","uses","T1614.001"
"M1047","mitigates","T1556.007"
"S0087","uses","T1573.002"
"S0657","uses","T1497.001"
"S9031","uses","T1059.007"
"S1249","uses","T1041"
"G0119","uses","T1486"
"S0063","uses","T1049"
"S0336","uses","T1573.001"
"S0233","uses","T1053.002"
"S0665","uses","T1112"
"S9024","uses","T1055.002"
"G0047","uses","T1033"
"S0634","uses","T1027.006"
"M1031","mitigates","T1573.002"
"T1686.002","subtechnique-of","T1686"
"G0033","uses","T1087.002"
"S0458","uses","T1119"
"G0050","uses","T1018"
"S1242","uses","T1484.001"
"G0003","uses","T1585.001"
"G0035","uses","S0488"
"S1015","uses","T1005"
"S0098","uses","T1033"
"S0674","uses","T1057"
"S1246","uses","T1204.002"
"S0084","uses","T1008"
"G0052","uses","S0363"
"S0491","uses","T1573.002"
"S0386","uses","T1112"
"T1056.004","subtechnique-of","T1056"
"S0521","uses","T1059.001"
"S0262","uses","T1552.001"
"G1003","uses","T1550.002"
"S1049","uses","T1059.003"
"S0020","uses","T1070.006"
"M1042","mitigates","T1218.004"
"M1021","mitigates","T1059.005"
"G0117","uses","T1090"
"S1124","uses","T1204.001"
"S0659","uses","T1016"
"G0139","uses","T1082"
"S0650","uses","T1185"
"S9037","uses","T1622"
"S0085","uses","T1016"
"S9008","uses","T1036.005"
"S0693","uses","T1485"
"S9024","uses","T1559"
"S0496","uses","T1566.001"
"M1041","mitigates","T1565.001"
"S0029","uses","T1569.002"
"S0441","uses","T1112"
"S0136","uses","T1036.005"
"G0139","uses","T1027.013"
"G0142","uses","T1071.001"
"G0093","uses","T1074.001"
"S0284","uses","T1016"
"G0045","uses","T1070.003"
"S1025","uses","T1082"
"S0369","uses","T1140"
"S0612","uses","T1120"
"S0031","uses","T1104"
"G1044","uses","T1070.008"
"G1042","uses","T1583.001"
"S0203","uses","T1057"
"M1018","mitigates","T1110.004"
"S1148","uses","T1119"
"S0588","uses","T1001.001"
"S1130","uses","T1204"
"M1022","mitigates","T1556"
"S0668","uses","T1029"
"S0491","uses","T1680"
"T1087.002","subtechnique-of","T1087"
"S1178","uses","T1529"
"S0673","uses","T1140"
"G1032","uses","S0039"
"S0546","uses","T1140"
"S0471","uses","T1680"
"M1042","mitigates","T1127.001"
"G0067","uses","T1189"
"S1065","uses","T1204.002"
"S1240","uses","T1041"
"G0094","uses","S0249"
"G0091","uses","T1018"
"S0453","uses","T1071.001"
"G0045","uses","T1140"
"S0637","uses","T1218.011"
"S0067","uses","T1552.001"
"M1026","mitigates","T1558.001"
"T1561.001","subtechnique-of","T1561"
"S0201","uses","T1518.001"
"G1036","uses","T1027"
"T1574.009","subtechnique-of","T1574"
"M1025","mitigates","T1003"
"G1015","uses","T1082"
"S1148","uses","T1113"
"S1196","uses","T1082"
"S1228","uses","T1518"
"S0483","uses","T1055.004"
"G1007","uses","T1588.002"
"S0022","uses","T1008"
"G0139","uses","T1016"
"S0338","uses","T1132.001"
"G0096","uses","T1049"
"G0044","uses","S0141"
"G0094","uses","T1056.001"
"S1245","uses","T1547.013"
"S0045","uses","T1112"
"S0034","uses","T1008"
"S1249","uses","T1036.005"
"G0016","uses","S0054"
"G1003","uses","T1567.002"
"G0082","uses","T1588.002"
"S0062","uses","T1113"
"S0596","uses","T1095"
"G1004","uses","T1621"
"S0023","uses","T1568.002"
"T1546.009","subtechnique-of","T1546"
"G0008","uses","T1102.002"
"S0690","uses","T1027"
"S0666","uses","T1055.001"
"G1017","uses","T1059.004"
"S0504","uses","T1016"
"S0449","uses","T1059.003"
"G0090","uses","T1566.002"
"S0631","uses","T1056"
"S0277","uses","T1027.010"
"G1016","uses","T1059.005"
"S0495","uses","T1001.002"
"S0259","uses","T1036.004"
"S0130","uses","T1555.003"
"S1132","uses","T1071.001"
"S0281","uses","T1056.002"
"G1043","uses","T1003"
"S0435","uses","T1204.001"
"G0131","uses","S0349"
"S0697","uses","T1680"
"S0482","uses","T1204.002"
"G0001","uses","T1563.002"
"S1046","uses","T1071.001"
"M1037","mitigates","T1602"
"G0094","uses","T1027.002"
"S0521","uses","T1482"
"G1054","uses","T1007"
"S0074","uses","T1218.011"
"G1036","uses","T1583.003"
"G1043","uses","T1569.002"
"S1018","uses","T1547.001"
"G0027","uses","S0412"
"S0640","uses","T1135"
"S9030","uses","T1083"
"S0568","uses","T1112"
"M1026","mitigates","T1556.007"
"G0047","uses","T1587.003"
"S9010","uses","T1059.007"
"S0021","uses","T1573.001"
"S0695","uses","T1620"
"S0461","uses","T1095"
"S1160","uses","T1482"
"S0647","uses","T1059.006"
"S0511","uses","T1102.002"
"S0132","uses","T1105"
"S1039","uses","T1129"
"S0412","uses","T1021.001"
"G1022","uses","T1567.002"
"G0049","uses","T1583.001"
"G0050","uses","T1218.005"
"S1111","uses","T1140"
"S1046","uses","T1059.001"
"S1184","uses","T1190"
"S0030","uses","T1136.001"
"S0366","uses","T1564.001"
"S0144","uses","T1083"
"G0045","uses","T1553.002"
"S0261","uses","T1115"
"S0014","uses","T1132.001"
"G0088","uses","S0029"
"G0080","uses","S0284"
"G0016","uses","T1090.002"
"S0234","uses","T1113"
"G0001","uses","S0009"
"S0266","uses","T1036"
"S1248","uses","T1105"
"S0345","uses","T1543.003"
"S0660","uses","T1055.012"
"G0139","uses","S0601"
"S9037","uses","T1518.001"
"G0027","uses","T1003.002"
"S0148","uses","T1119"
"G1023","uses","S1109"
"S0072","uses","T1560.003"
"G0061","uses","T1021.002"
"S0483","uses","T1105"
"S0449","uses","T1053.005"
"G0114","uses","T1110.003"
"S1085","uses","T1007"
"T1028","revoked-by","T1021.006"
"T1556.006","subtechnique-of","T1556"
"G0114","uses","T1114.001"
"S1031","uses","T1095"
"S1020","uses","T1074"
"S1242","uses","T1021.004"
"S1090","uses","T1105"
"S1110","uses","T1573.001"
"S0184","uses","T1082"
"S0203","uses","T1113"
"S1213","uses","T1036.008"
"S0431","uses","T1007"
"G0016","uses","T1573"
"G0094","uses","T1552.001"
"S1160","uses","T1027.001"
"T1213.004","subtechnique-of","T1213"
"G1052","uses","T1583.003"
"S0517","uses","T1059.001"
"S0176","uses","T1543.003"
"G1054","uses","S9026"
"G0035","uses","T1098.007"
"S0698","uses","T1046"
"G0022","uses","T1083"
"S0652","uses","T1036.005"
"G0060","uses","S0470"
"S0514","uses","T1069.002"
"G0092","uses","T1027.010"
"S1246","uses","T1001.001"
"G0096","uses","T1059.004"
"S9038","uses","T1120"
"S9032","uses","T1140"
"S1161","uses","T1059.004"
"S1186","uses","T1653"
"G0010","uses","T1587.001"
"G0049","uses","T1056.001"
"S0236","uses","T1082"
"M1045","mitigates","T1543"
"G0085","uses","T1566.002"
"S0604","uses","T1071.001"
"M1026","mitigates","T1546.003"
"S0650","uses","T1497.003"
"S0056","uses","T1003.001"
"M1040","mitigates","T1204.002"
"S1212","uses","T1057"
"S1196","uses","T1218.011"
"S0256","uses","T1016"
"S0153","uses","T1082"
"G0071","uses","S0106"
"G0030","uses","S1210"
"T1562.013","revoked-by","T1686.002"
"S1058","uses","T1059.001"
"S0698","uses","T1570"
"G1006","uses","T1588.002"
"S0495","uses","T1030"
"G0045","uses","T1053.005"
"G0080","uses","S0646"
"S0496","uses","T1105"
"S0332","uses","T1070"
"S1134","uses","T1140"
"G1003","uses","S0689"
"G0022","uses","T1546.008"
"S0575","uses","T1049"
"S1148","uses","T1041"
"G0050","uses","T1083"
"G1016","uses","T1098.007"
"S0335","uses","T1018"
"S0279","uses","T1555.005"
"S0617","uses","T1057"
"S0050","uses","T1071.001"
"G0061","uses","T1685.005"
"S0501","uses","T1134.004"
"G1014","uses","T1036.005"
"G1016","uses","T1574.001"
"G1041","uses","T1566"
"G0047","uses","T1564.003"
"S1026","uses","T1132.001"
"G1047","uses","T1685"
"S0648","uses","T1566.001"
"S0674","uses","T1102"
"S0330","uses","T1112"
"G0092","uses","T1069"
"S0032","uses","T1543.003"
"T1003.007","subtechnique-of","T1003"
"G0067","uses","T1057"
"S9008","uses","T1041"
"S0192","uses","T1557.001"
"G0043","uses","T1070.004"
"S0030","uses","T1573.001"
"S0335","uses","T1071.001"
"S0281","uses","T1090.003"
"S0274","uses","T1070.004"
"G0091","uses","T1003.001"
"G1043","uses","T1135"
"S1207","uses","T1622"
"S0696","uses","T1135"
"S0447","uses","T1082"
"S0438","uses","T1056.001"
"M1018","mitigates","T1185"
"S0482","uses","T1543.004"
"G0128","uses","T1567.002"
"S9024","uses","T1040"
"S0457","uses","T1106"
"S1101","uses","T1005"
"G0069","uses","S0488"
"M1038","mitigates","T1059.003"
"S0443","uses","T1074.001"
"S0368","uses","T1529"
"M1035","mitigates","T1552"
"M1042","mitigates","T1011.001"
"S1017","uses","T1204.002"
"S0589","uses","T1059.005"
"M1026","mitigates","T1003.001"
"S1213","uses","T1027"
"G1016","uses","T1021.001"
"S0412","uses","T1134.002"
"G0021","uses","T1547.001"
"S0650","uses","T1105"
"S0687","uses","T1090.003"
"G0119","uses","S0384"
"S0653","uses","T1573.001"
"G0099","uses","T1053.005"
"S0673","uses","T1047"
"S1122","uses","T1056.002"
"S1014","uses","T1059.003"
"G0093","uses","T1033"
"S0367","uses","T1040"
"S0332","uses","T1564.003"
"S9019","uses","T1105"
"M1018","mitigates","T1195"
"G0064","uses","T1588.002"
"G1001","uses","S0363"
"S0508","uses","T1568.002"
"S1212","uses","T1491.001"
"S0412","uses","T1125"
"S0194","uses","T1558.003"
"S0250","uses","T1569.002"
"S0681","uses","T1082"
"S0491","uses","T1685"
"G0123","uses","T1105"
"S0184","uses","T1059.003"
"S1109","uses","T1059.004"
"S0198","uses","T1564.001"
"S0434","uses","T1041"
"S0368","uses","T1486"
"S0335","uses","T1027"
"S0087","uses","T1059.003"
"S0228","uses","T1218.005"
"S0009","uses","T1014"
"S0642","uses","T1005"
"S9035","uses","T1204.002"
"S0148","uses","T1033"
"G0008","uses","T1543.003"
"S0569","uses","T1071.001"
"M1013","mitigates","T1593.003"
"S0228","uses","T1071.004"
"G1006","uses","T1007"
"S1239","uses","T1095"
"S1099","uses","T1027.004"
"G0138","uses","T1588.001"
"S0441","uses","T1016"
"G1044","uses","T1056.001"
"S0589","uses","T1140"
"S0587","uses","T1027.005"
"G0121","uses","T1518"
"S9034","uses","T1059.001"
"G0009","uses","T1546.008"
"S0252","uses","T1012"
"S9010","uses","T1614.001"
"S0599","uses","T1018"
"S0165","uses","T1087.002"
"S0343","uses","T1112"
"S0674","uses","T1005"
"G0129","uses","T1083"
"S0662","uses","T1547.001"
"G1003","uses","S1018"
"S0428","uses","T1057"
"S0208","uses","T1083"
"M1038","mitigates","T1546.006"
"S0032","uses","T1547.001"
"S0414","uses","T1547.001"
"S0644","uses","T1025"
"S0368","uses","T1036"
"G0079","uses","T1564.003"
"S0260","uses","T1087.001"
"S1239","uses","T1071.001"
"G1048","uses","T1036.004"
"S0385","uses","T1686.003"
"S0180","uses","T1027.011"
"S0513","uses","T1497.003"
"S0689","uses","T1059.003"
"S0382","uses","T1033"
"G0016","uses","T1047"
"S0022","uses","T1543.003"
"S0646","uses","T1059.007"
"S0386","uses","T1568.002"
"S1070","uses","T1047"
"S1232","uses","T1140"
"S1229","uses","T1027.010"
"S0267","uses","T1560"
"G0115","uses","S0591"
"G0060","uses","T1102.001"
"G0032","uses","T1008"
"G0027","uses","T1133"
"G0125","uses","T1564.001"
"G0004","uses","T1560"
"S1213","uses","T1059.001"
"S0070","uses","T1056.001"
"G0053","uses","S0006"
"S1242","uses","T1003.001"
"M1028","mitigates","T1552.003"
"S0447","uses","T1106"
"S0469","uses","T1027.003"
"S1160","uses","T1529"
"S0687","uses","T1559"
"S0670","uses","T1125"
"S1119","uses","T1554"
"T1137.001","subtechnique-of","T1137"
"S0166","uses","T1053.005"
"G0069","uses","S0591"
"S1081","uses","T1546.003"
"S0690","uses","T1059.004"
"S1105","uses","T1071.001"
"S0612","uses","T1106"
"G1039","uses","T1537"
"S0697","uses","T1036.005"
"S0412","uses","T1218.011"
"S0495","uses","T1105"
"G0108","uses","T1021.001"
"S0610","uses","T1008"
"S0236","uses","T1036.004"
"G0001","uses","S0012"
"M1047","mitigates","T1552"
"S0373","uses","T1555"
"S0013","uses","T1027.001"
"S0637","uses","T1140"
"S0517","uses","T1140"
"S0085","uses","T1007"
"S0248","uses","T1082"
"S1020","uses","T1546.003"
"S0439","uses","T1573.001"
"S0265","uses","T1071.001"
"S0084","uses","T1005"
"S0395","uses","T1106"
"S1138","uses","T1055.012"
"G0099","uses","T1480"
"M1042","mitigates","T1218.014"
"S0632","uses","T1614.001"
"M1037","mitigates","T1599"
"G0084","uses","T1059.001"
"S0632","uses","T1497.003"
"S1026","uses","T1105"
"S0198","uses","T1010"
"S1059","uses","T1083"
"G1022","uses","S0097"
"S9015","uses","T1678"
"G0016","uses","T1110.001"
"G0130","uses","T1555.003"
"S0363","uses","T1059.003"
"S0370","uses","T1486"
"S1173","uses","T1071.003"
"G0129","uses","T1518"
"S0078","uses","T1041"
"S0095","uses","T1048.003"
"S0283","uses","T1115"
"S0382","uses","T1218.011"
"M1047","mitigates","T1578.002"
"G0032","uses","T1140"
"G1052","uses","T1588.007"
"S1160","uses","T1082"
"M1042","mitigates","T1552.005"
"S0363","uses","T1102.002"
"S0284","uses","T1132.001"
"T1548.004","subtechnique-of","T1548"
"S0601","uses","T1140"
"S9027","uses","T1622"
"S0674","uses","T1059.003"
"S1023","uses","T1105"
"G0129","uses","T1583.001"
"S0699","uses","T1030"
"S0659","uses","T1027"
"G0096","uses","S0385"
"S0496","uses","T1688"
"G0007","uses","T1204.002"
"S0239","uses","T1087.002"
"S0559","uses","T1001.003"
"S0080","uses","T1003.002"
"S0526","uses","T1114.001"
"S0629","uses","T1113"
"G0129","uses","T1574.001"
"S0632","uses","T1614"
"G0037","uses","T1119"
"S0584","uses","T1053.005"
"S0444","uses","T1027.002"
"S0208","uses","T1547.008"
"S0389","uses","T1204.002"
"S1159","uses","T1059.003"
"G0119","uses","T1685.005"
"S9026","uses","T1027.013"
"G0107","uses","T1036.005"
"G0112","uses","T1071.001"
"S0694","uses","T1057"
"G0102","uses","T1033"
"S0264","uses","T1059.005"
"G0114","uses","T1039"
"S1218","uses","T1571"
"S1039","uses","T1012"
"S0147","uses","T1041"
"S1050","uses","T1070.004"
"S0170","uses","T1059.003"
"S0487","uses","T1041"
"M1032","mitigates","T1556.001"
"S0589","uses","T1218.005"
"G0120","uses","T1105"
"S0345","uses","T1070.004"
"G1052","uses","T1090"
"M1027","mitigates","T1563"
"S0141","uses","T1105"
"S0266","uses","T1495"
"S9007","uses","T1140"
"S1188","uses","T1505.003"
"S0658","uses","T1539"
"G0096","uses","T1486"
"S1199","uses","T1480"
"G0102","uses","T1078"
"S0198","uses","T1059.003"
"S0630","uses","T1036.005"
"S0369","uses","T1543.001"
"S1161","uses","T1686"
"G0059","uses","T1114.002"
"G0010","uses","T1025"
"G0100","uses","T1555.003"
"M1026","mitigates","T1059"
"S0201","uses","T1082"
"G0081","uses","T1547.004"
"G0047","uses","T1027.012"
"S0396","uses","T1070.004"
"S0629","uses","T1083"
"M1032","mitigates","T1485"
"S9029","uses","T1140"
"G0065","uses","T1559.002"
"S0172","uses","T1218.002"
"S0062","uses","T1518.001"
"S0695","uses","T1685"
"G1054","uses","S9021"
"S0081","uses","T1070.004"
"G1041","uses","T1133"
"G1001","uses","T1585.002"
"S0062","uses","T1570"
"G0093","uses","T1190"
"G1017","uses","S0097"
"G1017","uses","T1007"
"S0594","uses","T1005"
"S0373","uses","T1105"
"G0045","uses","T1055.012"
"G0037","uses","S0372"
"S0261","uses","T1074.001"
"S0332","uses","T1105"
"S0455","uses","T1565.002"
"S0154","uses","T1185"
"S9026","uses","T1518.001"
"S0354","uses","T1059.001"
"T1556.007","subtechnique-of","T1556"
"G0112","uses","T1036"
"S1116","uses","T1056.003"
"G1040","uses","T1078.002"
"G0010","uses","T1518.001"
"S0669","uses","T1204.001"
"S0126","uses","T1140"
"G0081","uses","T1203"
"G0034","uses","T1219"
"G0094","uses","T1102.001"
"G1021","uses","S0357"
"G0046","uses","T1102.002"
"G1053","uses","T1484.002"
"S0258","uses","T1033"
"G0010","uses","T1059.001"
"S1019","uses","T1070.004"
"S1249","uses","T1033"
"S0446","uses","T1486"
"S9032","uses","T1041"
"S0415","uses","T1553.002"
"S0534","uses","T1497.003"
"S0449","uses","T1685"
"S0686","uses","T1120"
"G0096","uses","T1016"
"G0034","uses","T1584.004"
"G0049","uses","T1036.005"
"S0198","uses","T1036.001"
"S0650","uses","T1120"
"S1220","uses","T1014"
"S1023","uses","T1059.001"
"M1017","mitigates","T1176"
"S0559","uses","T1001.001"
"S1138","uses","T1016"
"S0088","uses","T1113"
"G0037","uses","T1018"
"S0531","uses","T1140"
"S0379","uses","T1123"
"S1239","uses","T1027.001"
"G1036","uses","T1105"
"S0093","uses","T1555.003"
"T1552.002","subtechnique-of","T1552"
"G0046","uses","S0449"
"M1026","mitigates","T1056.003"
"S0672","uses","T1057"
"S0527","uses","T1548.002"
"G0007","uses","T1550.001"
"G0080","uses","S0195"
"G0096","uses","T1033"
"M1047","mitigates","T1574.008"
"S0331","uses","T1555"
"S1249","uses","T1614"
"G0054","uses","T1056.001"
"M1045","mitigates","T1601"
"G0049","uses","S0170"
"S0044","uses","T1027.013"
"S9010","uses","T1217"
"T1027.016","subtechnique-of","T1027"
"G0035","uses","T1583.003"
"S1164","uses","T1070.006"
"S1059","uses","T1041"
"S9016","uses","T1105"
"S1217","uses","T1036.004"
"S0068","uses","T1059.003"
"S0381","uses","T1056"
"S0046","uses","T1053.005"
"S0196","uses","T1071.001"
"S0083","uses","T1105"
"S0335","uses","T1095"
"G1052","uses","T1573.001"
"S0612","uses","T1574.001"
"S0340","uses","T1560.001"
"G0128","uses","T1027.002"
"S0623","uses","T1068"
"S1022","uses","T1056.003"
"G0010","uses","T1027.010"
"S9035","uses","T1059.003"
"M1056","mitigates","T1595.002"
"S1240","uses","T1218.007"
"S0538","uses","T1574.001"
"G1055","uses","T1078.004"
"G0082","uses","T1505.003"
"S0660","uses","T1140"
"S0677","uses","T1558.002"
"S0012","uses","T1105"
"S0653","uses","T1105"
"G1048","uses","T1037"
"S0610","uses","T1041"
"S0629","uses","T1555.004"
"M1051","mitigates","T1602.002"
"S0136","uses","T1020"
"S1160","uses","T1518.001"
"S0601","uses","T1496.001"
"T1053.004","subtechnique-of","T1053"
"S0588","uses","T1027.013"
"G0016","uses","T1199"
"S0049","uses","T1007"
"S0205","uses","T1112"
"S9009","uses","T1528"
"G0037","uses","T1053.005"
"S0004","uses","T1547.001"
"S0334","uses","T1547.001"
"S0385","uses","T1070.009"
"S1129","uses","T1490"
"G0027","uses","T1005"
"S0089","uses","T1552.001"
"S1169","uses","T1033"
"S0532","uses","T1082"
"S0084","uses","T1082"
"G0050","uses","T1685.005"
"T1214","revoked-by","T1552.002"
"S0032","uses","T1082"
"S0448","uses","T1573.002"
"G0078","uses","T1204.002"
"S0047","uses","T1542.001"
"S1245","uses","T1219"
"S0260","uses","T1083"
"S1023","uses","T1005"
"S0174","uses","T1557.001"
"M1056","mitigates","T1583"
"S0500","uses","T1027"
"G0128","uses","T1204.001"
"G0126","uses","T1573.001"
"G0019","uses","S0058"
"S9010","uses","T1008"
"S1085","uses","T1106"
"S1211","uses","T1059.003"
"G0008","uses","T1219"
"M1053","mitigates","T1485"
"S0481","uses","T1218.010"
"S0447","uses","T1564.001"
"S9008","uses","T1546.016"
"G1003","uses","T1588.005"
"S1219","uses","T1014"
"S1122","uses","T1057"
"M1038","mitigates","T1220"
"M1032","mitigates","T1098.006"
"S0358","uses","T1137.004"
"S9014","uses","T1685.003"
"S0642","uses","T1566.001"
"S0164","uses","T1105"
"S0021","uses","T1033"
"M1051","mitigates","T1546.010"
"M1028","mitigates","T1135"
"G1033","uses","T1598.003"
"S1236","uses","T1053.005"
"S0059","uses","T1033"
"S0356","uses","T1113"
"S1078","uses","T1571"
"S0148","uses","T1553.004"
"S0652","uses","T1057"
"S0266","uses","T1140"
"G0131","uses","T1203"
"S0260","uses","T1518"
"S1041","uses","T1027.013"
"S1246","uses","T1105"
"S0032","uses","T1070.004"
"S0630","uses","T1574.001"
"S0140","uses","T1112"
"S0689","uses","T1059.005"
"S1059","uses","T1090.001"
