"source_attack_id","relationship_type","target_attack_id"
"G0081","uses","T1071.004"
"G0102","uses","S1071"
"S0145","uses","T1547.001"
"S0265","uses","T1010"
"G0032","uses","T1680"
"T1192","revoked-by","T1566.002"
"G0099","uses","S0332"
"G0091","uses","T1059.001"
"T1209","revoked-by","T1547.003"
"S1245","uses","T1614"
"S0356","uses","T1059.003"
"S1182","uses","T1547.001"
"G0121","uses","T1059.005"
"S0461","uses","T1041"
"S0237","uses","T1005"
"T1161","revoked-by","T1546.006"
"S0569","uses","T1106"
"S0260","uses","T1560.003"
"M1028","mitigates","T1553.004"
"S0618","uses","T1140"
"S0446","uses","T1055"
"S0268","uses","T1027.002"
"M1035","mitigates","T1021.002"
"S0659","uses","T1018"
"S1240","uses","T1082"
"G0010","uses","T1059.006"
"S0629","uses","T1053.005"
"S0554","uses","T1069.002"
"M1028","mitigates","T1003.002"
"S1190","uses","T1140"
"S1164","uses","T1102.003"
"S0492","uses","T1005"
"S0477","uses","T1057"
"T1027.008","subtechnique-of","T1027"
"G0094","uses","T1560.001"
"S0044","uses","T1543.003"
"S1066","uses","T1106"
"G0032","uses","T1561.002"
"S0663","uses","T1112"
"S0660","uses","T1057"
"G0007","uses","S9035"
"G0035","uses","S0075"
"S0658","uses","T1056.002"
"G0050","uses","T1059.005"
"S0669","uses","T1070.009"
"S0017","uses","T1105"
"G0022","uses","T1560.001"
"M1042","mitigates","T1546.014"
"S0514","uses","T1016"
"G1032","uses","T1069.002"
"G0073","uses","T1204.002"
"G0140","uses","S0385"
"M1056","mitigates","T1591.002"
"S0260","uses","T1070.006"
"G0108","uses","T1218.010"
"T1542.002","subtechnique-of","T1542"
"S0070","uses","T1071.001"
"S0654","uses","T1027.003"
"S0444","uses","T1027.015"
"S0264","uses","T1560.001"
"M1041","mitigates","T1558.004"
"G1054","uses","S0102"
"G1007","uses","T1203"
"M1026","mitigates","T1550.002"
"S1149","uses","T1518.001"
"G0129","uses","T1546.003"
"G0100","uses","T1203"
"S0391","uses","T1203"
"G1018","uses","T1204.002"
"G0046","uses","T1105"
"S0428","uses","T1059.005"
"G0022","uses","T1082"
"M1038","mitigates","T1080"
"G0016","uses","S0597"
"G0003","uses","S0002"
"S9019","uses","T1059.001"
"G1002","uses","T1559.002"
"M1026","mitigates","T1601.002"
"S0213","uses","T1027.013"
"G0040","uses","T1119"
"S0032","uses","T1113"
"G0093","uses","S0075"
"G1035","uses","T1105"
"S0547","uses","T1614.001"
"S0670","uses","T1564.003"
"S0266","uses","T1018"
"G1003","uses","T1195"
"G1055","uses","T1133"
"S1245","uses","T1059.006"
"S0476","uses","T1012"
"S1015","uses","T1087.001"
"M1050","mitigates","T1218.010"
"S1238","uses","T1036.005"
"S1130","uses","T1622"
"G1005","uses","T1199"
"S1240","uses","T1071.001"
"S0689","uses","T1134.002"
"S1030","uses","T1204.002"
"S0349","uses","T1555"
"T1216.001","subtechnique-of","T1216"
"G0016","uses","T1566.003"
"S0689","uses","T1102"
"S1018","uses","T1140"
"S0249","uses","T1083"
"S0154","uses","T1140"
"G0037","uses","T1569.002"
"S0022","uses","T1105"
"S1085","uses","T1132.001"
"S0182","uses","T1027.016"
"G0093","uses","T1016"
"S1019","uses","T1140"
"S0508","uses","T1102"
"M1022","mitigates","T1548"
"S0243","uses","T1203"
"S0607","uses","T1561.002"
"T1137.004","subtechnique-of","T1137"
"G0046","uses","T1078.003"
"S0175","uses","T1090.004"
"S0176","uses","T1518.001"
"S0332","uses","T1059.005"
"S1052","uses","T1016"
"S1111","uses","T1204.002"
"S0070","uses","T1070.004"
"S1066","uses","T1102"
"G1017","uses","T1069"
"G0027","uses","S0662"
"S9034","uses","T1027.010"
"G0142","uses","T1041"
"S0094","uses","T1003"
"G1053","uses","S0359"
"S0207","uses","T1090"
"S1149","uses","T1529"
"S1141","uses","T1069.001"
"S1048","uses","T1569.001"
"S0379","uses","T1059.003"
"S0268","uses","T1041"
"S0581","uses","T1140"
"M1018","mitigates","T1021.004"
"M1021","mitigates","T1102.003"
"S0141","uses","T1070.004"
"S1146","uses","T1057"
"G1041","uses","T1213.006"
"G0095","uses","T1036.005"
"S1111","uses","T1124"
"S1053","uses","T1036.008"
"S0543","uses","T1140"
"G1055","uses","T1588.002"
"S1053","uses","T1564.003"
"S1138","uses","T1132.001"
"G1055","uses","T1547.001"
"S0262","uses","T1059.003"
"G0016","uses","T1078"
"S0148","uses","T1071.001"
"S0390","uses","T1027.010"
"S0253","uses","T1082"
"G0037","uses","T1046"
"S0379","uses","T1059.001"
"S1162","uses","T1083"
"M1030","mitigates","T1048.003"
"G0064","uses","T1040"
"S0278","uses","T1564.001"
"S0353","uses","T1218.011"
"S1147","uses","T1016"
"G0016","uses","T1505.003"
"S0189","uses","T1055.012"
"M1060","mitigates","T1213.005"
"S1086","uses","T1566.002"
"G1044","uses","T1102"
"S0234","uses","T1016"
"G1035","uses","T1190"
"G0094","uses","S0029"
"G0119","uses","T1136.001"
"S1065","uses","T1106"
"S9027","uses","T1027.016"
"S1032","uses","T1059.001"
"S0345","uses","T1547.001"
"G0016","uses","S0552"
"G0049","uses","T1033"
"S0244","uses","T1082"
"G1015","uses","T1021.001"
"S0629","uses","T1095"
"S0356","uses","T1566.001"
"G1024","uses","S1129"
"G0032","uses","T1583.001"
"S0686","uses","T1005"
"S0512","uses","T1218.011"
"S0389","uses","T1059.003"
"G0054","uses","S0171"
"S0569","uses","T1115"
"G1036","uses","T1016"
"G0021","uses","T1059.001"
"S0148","uses","T1218.011"
"S0169","uses","T1074.001"
"S0658","uses","T1068"
"M1026","mitigates","T1542"
"S0640","uses","T1047"
"S1044","uses","T1070"
"S1027","uses","T1547.001"
"S0670","uses","T1055"
"G1008","uses","T1574.001"
"S9008","uses","T1608.001"
"S0148","uses","T1571"
"S0606","uses","T1106"
"S0032","uses","T1568.001"
"S0247","uses","T1547.001"
"M1034","mitigates","T1200"
"G1014","uses","T1112"
"S0396","uses","T1497.003"
"G1011","uses","S1039"
"M1030","mitigates","T1095"
"G0082","uses","T1115"
"S0062","uses","T1008"
"M1047","mitigates","T1542.004"
"S0265","uses","T1113"
"M1034","mitigates","T1052.001"
"S0698","uses","T1218.010"
"S0152","uses","T1113"
"G0010","uses","S0335"
"S1081","uses","T1069.002"
"G0119","uses","T1018"
"S0622","uses","T1083"
"S0631","uses","T1574.001"
"S9031","uses","T1105"
"S0375","uses","T1010"
"S0409","uses","T1016.002"
"S0385","uses","T1112"
"S1047","uses","T1112"
"G1043","uses","T1140"
"M1021","mitigates","T1127"
"M1018","mitigates","T1685.002"
"T1204.002","subtechnique-of","T1204"
"M1017","mitigates","T1221"
"G0027","uses","T1087.001"
"S1076","uses","T1074"
"G1053","uses","T1580"
"S1099","uses","T1132.001"
"S0248","uses","T1056.001"
"G1017","uses","T1584.003"
"G0056","uses","T1553.002"
"G1022","uses","T1518.001"
"G0046","uses","T1591.004"
"G0121","uses","T1082"
"S0647","uses","T1074.001"
"T1587.003","subtechnique-of","T1587"
"S0662","uses","T1027.015"
"S1063","uses","T1106"
"G0093","uses","S0029"
"M1018","mitigates","T1134.003"
"S0380","uses","T1561.002"
"G1035","uses","T1595.002"
"S0349","uses","T1555.001"
"S0668","uses","T1012"
"S1081","uses","T1550.002"
"M1040","mitigates","T1055.008"
"G0092","uses","T1105"
"S0391","uses","T1059.003"
"G0034","uses","S0089"
"S1232","uses","T1070.009"
"G0065","uses","T1587.004"
"S1040","uses","T1030"
"G0092","uses","T1588.001"
"G0059","uses","T1571"
"G0004","uses","T1069.002"
"S0234","uses","T1059.001"
"S0488","uses","T1083"
"T1213.002","subtechnique-of","T1213"
"S0342","uses","T1055.002"
"S0150","uses","T1573.002"
"S0166","uses","T1105"
"S0236","uses","T1218.011"
"G0071","uses","S0103"
"S0651","uses","T1567.002"
"G0028","uses","T1072"
"S0117","uses","T1573.002"
"S0170","uses","T1069.001"
"G0080","uses","T1071.001"
"S0357","uses","T1003.002"
"M1015","mitigates","T1552.006"
"G0140","uses","S0508"
"S9018","uses","T1059.003"
"G0040","uses","T1102.001"
"S0448","uses","T1041"
"S0331","uses","T1685"
"S1046","uses","T1574.001"
"S0568","uses","T1105"
"S9023","uses","T1057"
"G0069","uses","T1090"
"S1075","uses","T1680"
"S0468","uses","T1059.004"
"S1203","uses","T1205"
"G1051","uses","T1652"
"G0059","uses","T1686.003"
"G1048","uses","T1014"
"G0094","uses","T1016"
"S0661","uses","T1083"
"S0351","uses","T1083"
"S0366","uses","T1016"
"S0554","uses","T1218.010"
"M1042","mitigates","T1021"
"S0330","uses","T1071.001"
"G0049","uses","T1566.003"
"S0669","uses","T1036.005"
"S0588","uses","T1071.001"
"G0081","uses","T1119"
"S1111","uses","T1518.001"
"S0647","uses","T1001.001"
"G0010","uses","T1213.006"
"S0109","uses","T1059.003"
"M1035","mitigates","T1613"
"S0690","uses","T1546.004"
"S0128","uses","T1105"
"S0439","uses","T1140"
"S0466","uses","T1140"
"S0583","uses","T1003.001"
"S0483","uses","T1016"
"G0070","uses","T1566.003"
"S1191","uses","T1057"
"S0034","uses","T1095"
"G1022","uses","T1059.001"
"S0012","uses","T1573.001"
"S0052","uses","T1071.001"
"S0234","uses","T1680"
"S9020","uses","T1005"
"G0096","uses","T1105"
"M1038","mitigates","T1059.009"
"M1021","mitigates","T1059.007"
"S0376","uses","T1105"
"G0134","uses","T1566.001"
"S0495","uses","T1070.004"
"S1145","uses","T1132.001"
"S0631","uses","T1027.011"
"S0240","uses","T1102.002"
"S0452","uses","T1005"
"G1051","uses","T1690"
"S0668","uses","T1008"
"S0022","uses","T1572"
"M1026","mitigates","T1136"
"S0582","uses","T1095"
"G1035","uses","T1041"
"S0599","uses","T1133"
"S0151","uses","T1113"
"G1014","uses","T1053.005"
"S0354","uses","T1033"
"S0340","uses","T1047"
"G0134","uses","T1204.001"
"S0013","uses","T1071.004"
"S0268","uses","T1095"
"S0622","uses","T1027"
"T1055.008","subtechnique-of","T1055"
"S0663","uses","T1564.001"
"S0234","uses","T1204.002"
"T1002","revoked-by","T1560"
"S0261","uses","T1036.004"
"G0007","uses","T1030"
"S0184","uses","T1059.001"
"M1051","mitigates","T1574.001"
"S0650","uses","T1095"
"S0496","uses","T1680"
"M1026","mitigates","T1495"
"S1199","uses","T1614.001"
"S1168","uses","T1074.001"
"G0096","uses","S0363"
"S1015","uses","T1568.002"
"S0083","uses","T1059.003"
"M1042","mitigates","T1021.008"
"S0467","uses","T1129"
"S1207","uses","T1140"
"S0168","uses","T1546.002"
"S0659","uses","T1106"
"M1018","mitigates","T1489"
"S0658","uses","T1569.001"
"S9010","uses","T1082"
"S0331","uses","T1082"
"G1051","uses","T1027.002"
"S1111","uses","T1566.001"
"S0126","uses","T1012"
"S0375","uses","T1560"
"M1026","mitigates","T1606.002"
"S0334","uses","T1685"
"S1027","uses","T1027.013"
"S0237","uses","T1059.003"
"G0081","uses","S0190"
"S0646","uses","T1204.001"
"G0016","uses","T1059.006"
"S1122","uses","T1497.001"
"S0698","uses","T1559.001"
"M1018","mitigates","T1657"
"T1588.003","subtechnique-of","T1588"
"S0026","uses","T1071.005"
"S0334","uses","T1071.001"
"S1043","uses","T1053.005"
"S0376","uses","T1047"
"S0379","uses","T1202"
"M1047","mitigates","T1053.005"
"S0443","uses","T1049"
"S0526","uses","T1083"
"G0082","uses","S0002"
"S0608","uses","T1210"
"S1053","uses","T1489"
"S0464","uses","T1057"
"G0121","uses","T1119"
"S1122","uses","T1083"
"S0612","uses","T1083"
"G0065","uses","T1197"
"S0340","uses","T1071.001"
"S0357","uses","T1570"
"S1018","uses","T1055.012"
"G1048","uses","T1059.001"
"G0045","uses","S0552"
"S0450","uses","T1027.010"
"T1505.003","subtechnique-of","T1505"
"S1134","uses","T1124"
"S0559","uses","T1059.005"
"S0049","uses","T1071.001"
"S0689","uses","T1680"
"S1016","uses","T1056.001"
"S0681","uses","T1518.001"
"S1194","uses","T1486"
"G0021","uses","T1059.005"
"G0133","uses","T1105"
"S1196","uses","T1041"
"S0356","uses","T1218.011"
"S1152","uses","T1564.003"
"S1039","uses","T1573.001"
"G0059","uses","T1070.003"
"G1018","uses","T1059.005"
"G1036","uses","T1598.003"
"S0455","uses","T1113"
"S1226","uses","T1027.013"
"S1059","uses","T1574.001"
"S1239","uses","T1036.004"
"S9014","uses","T1685"
"S1210","uses","T1573.002"
"S0650","uses","T1566.002"
"S0386","uses","T1059.005"
"S1132","uses","T1041"
"S0385","uses","T1041"
"S0534","uses","T1033"
"G0059","uses","T1082"
"G0114","uses","T1119"
"G1043","uses","T1068"
"M1018","mitigates","T1110"
"G1017","uses","T1555.003"
"G0114","uses","S0039"
"S1159","uses","T1010"
"G0059","uses","T1114.001"
"S1016","uses","T1685.006"
"S0157","uses","T1010"
"G1034","uses","T1082"
"S0342","uses","T1573.001"
"S1240","uses","T1480"
"G0126","uses","T1680"
"S1149","uses","T1027.007"
"S0658","uses","T1518.001"
"M1017","mitigates","T1003.001"
"S0561","uses","T1071.001"
"S0603","uses","T1087.001"
"S0646","uses","T1018"
"S1239","uses","T1622"
"S1156","uses","T1132.001"
"M1047","mitigates","T1574.001"
"T1584.008","subtechnique-of","T1584"
"S9026","uses","T1047"
"G1022","uses","T1564.003"
"G0135","uses","T1105"
"G0093","uses","S0040"
"S9017","uses","T1027.013"
"G0012","uses","T1553.002"
"M1028","mitigates","T1548.003"
"S0560","uses","T1036.005"
"S0155","uses","T1070.004"
"S0267","uses","T1218.011"
"T1553.003","subtechnique-of","T1553"
"S0559","uses","T1071.004"
"S0260","uses","T1140"
"G0016","uses","T1665"
"S9037","uses","T1559.001"
"S0631","uses","T1071.001"
"S0093","uses","T1057"
"M1018","mitigates","T1485"
"S0496","uses","T1614.001"
"S0651","uses","T1027"
"T1585.001","subtechnique-of","T1585"
"M1026","mitigates","T1563.002"
"S1201","uses","T1114"
"S0484","uses","T1685"
"G0049","uses","T1572"
"G1054","uses","T1082"
"G0129","uses","S1236"
"S0647","uses","T1071.001"
"G0129","uses","T1106"
"S0493","uses","T1105"
"G0094","uses","T1555.003"
"G0129","uses","T1003.003"
"S0394","uses","T1140"
"G0061","uses","T1560.001"
"G1013","uses","T1027.013"
"S1202","uses","T1622"
"G0046","uses","S0145"
"G0096","uses","S0154"
"S0690","uses","T1543.001"
"S0154","uses","T1572"
"S0660","uses","T1124"
"G0006","uses","S0039"
"G1023","uses","T1053.003"
"G0069","uses","T1204.001"
"S0045","uses","T1027"
"S0230","uses","T1027.002"
"S0637","uses","T1480"
"T1166","revoked-by","T1548.001"
"S0205","uses","T1543.003"
"G1048","uses","T1040"
"S0194","uses","T1087.001"
"S0382","uses","T1070.004"
"S0667","uses","T1029"
"S0387","uses","T1559.002"
"S1158","uses","T1055.002"
"G0007","uses","T1134.001"
"S0409","uses","T1120"
"G1006","uses","T1204.002"
"S0665","uses","T1140"
"S1153","uses","T1095"
"S0272","uses","T1083"
"S0503","uses","T1057"
"G1011","uses","T1583.001"
"S0380","uses","T1012"
"S0653","uses","T1132.001"
"M1030","mitigates","T1565"
"S0482","uses","T1176.001"
"G1045","uses","T1021.004"
"M1045","mitigates","T1505.004"
"S9031","uses","T1614"
"G1043","uses","S1181"
"S0284","uses","T1518.001"
"S0690","uses","T1037.004"
"S0481","uses","T1543.003"
"S9025","uses","T1112"
"S0266","uses","T1571"
"S0086","uses","T1007"
"S0694","uses","T1071.001"
"S0433","uses","T1204.002"
"G1046","uses","T1036"
"M1060","mitigates","T1489"
"S0260","uses","T1105"
"M1038","mitigates","T1547.006"
"G1008","uses","T1204.002"
"G0032","uses","S0593"
"S1124","uses","T1518"
"G1016","uses","T1590.004"
"S0002","uses","T1003.001"
"S0015","uses","T1083"
"M1038","mitigates","T1574.009"
"M1054","mitigates","T1213.006"
"G0092","uses","T1078.002"
"S1159","uses","T1070.005"
"S9009","uses","T1083"
"M1035","mitigates","T1190"
"S1148","uses","T1070.004"
"S1081","uses","T1482"
"S0668","uses","T1005"
"S0251","uses","T1059.003"
"S1194","uses","T1083"
"G0065","uses","T1074.001"
"S0483","uses","T1566.001"
"S1142","uses","T1082"
"T1683.001","subtechnique-of","T1683"
"T1059.001","subtechnique-of","T1059"
"S0342","uses","T1112"
"S0532","uses","T1110.001"
"G1015","uses","T1098"
"G1017","uses","T1591"
"G0049","uses","S1169"
"G1051","uses","T1070.004"
"M1047","mitigates","T1204.003"
"S0390","uses","T1140"
"S0642","uses","T1497.003"
"M1038","mitigates","T1059.006"
"S1078","uses","T1095"
"T1586.002","subtechnique-of","T1586"
"S1037","uses","T1016"
"G1006","uses","T1190"
"S9015","uses","T1568"
"S0269","uses","T1070.004"
"G0094","uses","T1055.001"
"S1219","uses","T1095"
"S1039","uses","T1548.002"
"M1018","mitigates","T1548.005"
"S0371","uses","T1003.002"
"S0599","uses","T1053.003"
"S0248","uses","T1113"
"S0483","uses","T1071.001"
"S0650","uses","T1027.005"
"M1026","mitigates","T1134"
"S0475","uses","T1027.010"
"S0127","uses","T1057"
"S1142","uses","T1095"
"S0562","uses","T1140"
"S1032","uses","T1047"
"G0027","uses","T1195.002"
"G0139","uses","T1046"
"S0572","uses","T1082"
"S0640","uses","T1486"
"G0046","uses","T1124"
"S0578","uses","T1505.003"
"T1071.003","subtechnique-of","T1071"
"S0223","uses","T1053.005"
"S0369","uses","T1059.006"
"S0633","uses","T1573.001"
"S0413","uses","T1110.003"
"G0122","uses","T1583.001"
"S0585","uses","T1027.015"
"S0673","uses","T1566.001"
"S1163","uses","T1505.003"
"S1065","uses","T1685"
"T1608.003","subtechnique-of","T1608"
"S0386","uses","T1082"
"S0013","uses","T1070.004"
"S0343","uses","T1059.003"
"G0010","uses","T1018"
"S0339","uses","T1113"
"G1053","uses","T1482"
"G0117","uses","T1012"
"G0035","uses","T1059.003"
"S0649","uses","T1113"
"G0059","uses","T1505.003"
"S1115","uses","T1132.001"
"S1171","uses","T1102.002"
"G0129","uses","S0002"
"S0409","uses","T1005"
"G1053","uses","T1578.003"
"M1026","mitigates","T1543.002"
"T1017","revoked-by","T1072"
"S0534","uses","T1553.002"
"G0061","uses","T1074.002"
"G0069","uses","T1027.003"
"S0611","uses","T1135"
"G0045","uses","S0154"
"S0146","uses","T1059.003"
"S0449","uses","T1047"
"G1040","uses","T1082"
"S1097","uses","T1685"
"S0093","uses","T1083"
"S0387","uses","T1059.001"
"G0119","uses","T1059.007"
"G0016","uses","T1218.005"
"G0067","uses","T1059"
"G1050","uses","T1486"
"S1202","uses","T1489"
"S0184","uses","T1132.001"
"G0027","uses","T1548.002"
"G0103","uses","T1204.002"
"S0476","uses","T1053.005"
"S0100","uses","T1016"
"S1020","uses","T1008"
"M1017","mitigates","T1056.002"
"G1055","uses","T1204.002"
"S0367","uses","T1620"
"G0032","uses","T1053.005"
"S0568","uses","T1033"
"G0056","uses","T1205.001"
"G0037","uses","T1048.003"
"G0033","uses","T1087.001"
"S0021","uses","T1123"
"M1036","mitigates","T1078.004"
"S0627","uses","T1573.001"
"S0153","uses","T1573.001"
"S0600","uses","T1102"
"M1026","mitigates","T1136.001"
"M1034","mitigates","T1052"
"S0459","uses","T1105"
"G0094","uses","T1546.001"
"S0276","uses","T1036.006"
"G0034","uses","T1003.001"
"G1052","uses","T1204.001"
"M1056","mitigates","T1592.001"
"G0065","uses","T1204.002"
"S0363","uses","T1555.003"
"S0135","uses","T1055.001"
"S0597","uses","T1119"
"S0019","uses","T1021.002"
"G0096","uses","S0006"
"G0027","uses","T1119"
"G0007","uses","S0183"
"S0253","uses","T1560"
"S0476","uses","T1140"
"S0457","uses","T1486"
"S9008","uses","T1567.004"
"S0043","uses","T1095"
"S0363","uses","T1518.001"
"S0335","uses","T1055.001"
"S0467","uses","T1539"
"G0010","uses","S0002"
"S1130","uses","T1583.008"
"S0696","uses","T1016"
"G0102","uses","T1204.001"
"S0608","uses","T1027"
"G0069","uses","S0450"
"S9008","uses","T1213.003"
"S0161","uses","T1555.003"
"S0247","uses","T1057"
"S0672","uses","T1068"
"S0448","uses","T1016.001"
"M1026","mitigates","T1003.005"
"G0094","uses","T1566.001"
"G0001","uses","T1546.008"
"S0334","uses","T1123"
"S0021","uses","T1083"
"S0623","uses","T1083"
"S1052","uses","T1036.004"
"G0012","uses","T1016"
"G0046","uses","T1583.001"
"G0016","uses","S0029"
"G0022","uses","T1059.001"
"G0143","uses","S0154"
"S0666","uses","T1134"
"S0262","uses","T1090"
"M1040","mitigates","T1106"
"S1066","uses","T1007"
"G0137","uses","T1588.002"
"M1018","mitigates","T1538"
"G0140","uses","S0363"
"G1001","uses","T1033"
"G0131","uses","T1204.002"
"S9024","uses","T1690"
"M1047","mitigates","T1578.003"
"T1037.002","subtechnique-of","T1037"
"G0009","uses","S0021"
"S1217","uses","T1036.005"
"S1100","uses","T1543.003"
"S0483","uses","T1135"
"S0632","uses","T1070.009"
"S1242","uses","T1678"
"T1126","revoked-by","T1070.005"
"G1052","uses","T1071.003"
"G0007","uses","S0137"
"G0010","uses","T1588.001"
"G0087","uses","T1083"
"M1054","mitigates","T1546.013"
"G1005","uses","T1583.006"
"S0561","uses","T1204.001"
"G0094","uses","T1057"
"G0060","uses","T1053.005"
"G0115","uses","T1027.010"
"S0564","uses","T1105"
"G0095","uses","T1204.001"
"S0330","uses","T1070.004"
"S1204","uses","T1040"
"S1196","uses","T1217"
"S9004","uses","T1657"
"S1051","uses","T1573.002"
"S0681","uses","T1555.003"
"S0618","uses","T1027.013"
"G0032","uses","T1566.003"
"S1111","uses","T1657"
"G1018","uses","T1566.002"
"S0477","uses","T1070.008"
"G0067","uses","S0214"
"G0125","uses","T1016.001"
"G1043","uses","T1505.003"
"S0075","uses","T1112"
"T1093","revoked-by","T1055.012"
"G0080","uses","S0154"
"S9035","uses","T1119"
"T1004","revoked-by","T1547.004"
"G0045","uses","S0012"
"S0496","uses","T1134.001"
"G0035","uses","T1071.002"
"S0254","uses","T1547.001"
